countycode,state,amount_1990s,amount_2000s,amount_2010s
51047,VA,158209.66,2515.89,334912.61
51049,VA,118252.48,0,0
51051,VA,120354.78,60339.74999999999,40504.53
51053,VA,67960.04000000001,20296.58,0
51057,VA,286744.49,5722464.9,11496.23
51059,VA,482847.62,8045322.52,5716803.04
51061,VA,15795.7,11611.3,29208.45
51063,VA,7689.94,263431.41000000003,421592.31999999995
51065,VA,129377.58,23120.350000000002,8539.68
51067,VA,211479.52,31332.3,20282.05
51069,VA,157084.33000000002,76160.01000000001,205571.94
51071,VA,245020.83000000002,309151.96,660371.66
51073,VA,308436.7,29055932.56,1217598.48
51075,VA,17488,592.75,8014.82
51077,VA,12544.03,0,0
51079,VA,47084.91,0,110142.92
51081,VA,0,26145.24,0
51083,VA,478142.8,75229.84,718485.76
51085,VA,0,465892.81999999995,127829.69
51087,VA,526329.26,1766534.0799999998,552953.65
51089,VA,229868.24000000002,78498.76000000001,350087.78
51091,VA,21274.11,39311.9,15677.18
51093,VA,582563.95,4032923.01,583143.16
51095,VA,1048121.71,4907753.949999999,257325.81
51097,VA,9536.71,529438.31,75537.57
51099,VA,42511.78,26862.35,19238.879999999997
51101,VA,66913.8,2267582.07,30097.190000000002
51103,VA,54509.41,5564169.850000001,212881.19
51105,VA,0,707340.46,2886.46
51107,VA,839703.28,273026.71,719115.1
51109,VA,33350.54,0,3126.81
51113,VA,108674.8,9434.21,6137.31
51115,VA,337930.27,18841642.68,1546683.4300000002
51117,VA,1037.2,0,4438.77
51119,VA,148418.5,3089907.35,109385.73
51121,VA,196285.77000000002,304416.28,641354.25
51125,VA,230292.40000000002,25123.64,81449.54
51127,VA,11242.72,496334,93829.01000000001
51131,VA,84496.72,634200.1,421358.5
51133,VA,41297.61,6327265.55,425210.38
51137,VA,71730.73999999999,16645.62,38384.45
51139,VA,2723986.05,342816.16,51358.8
51141,VA,384047.47,0,135816.43000000002
51143,VA,176177.78,102681.17,361764.67000000004
51145,VA,0,0,4867.3
51147,VA,215380.23,3588.52,109561.39
51149,VA,74259.38,112580.31,40748.65
51153,VA,786675.1,2464976.16,1596097.53
51155,VA,244475.16999999998,21521.87,618264.29
51157,VA,0,0,0
51159,VA,37478.25,1116935.33,91552.65
51161,VA,898929.71,904839.6,1747420.3399999999
51163,VA,3270585.95,689964.81,415282.44
51165,VA,3046647.56,182517.16,858910.65
51167,VA,1429.54,165404.96000000002,47677
51169,VA,814.2900000000001,353179.22,17754.16
51171,VA,4719125.1,157805.1,359214.01999999996
51173,VA,11586.170000000002,343604.74000000005,89173.6
51175,VA,2902184.86,563765.29,28822.68
51177,VA,1984.18,52007.83,74788.82
51179,VA,237822.74,571839.1,513395.27
51181,VA,111623.37000000001,2185735.45,81032.92
51183,VA,49605.68,93922.98,0
51185,VA,113867.19,2664904.37,650267.4400000001
51187,VA,4985005.79,197851.21000000002,527493.3
51191,VA,122632.19,419870.55,102943.43000000001
51193,VA,320564.57,5771228.34,153145.95
51195,VA,39010.52,1123727.25,583299.2
51197,VA,129856.07,8049.29,9862.91
51199,VA,295609,33000346.07,614713.33
51510,VA,115605.63,2768512.34,1218656.8599999999
51515,VA,0,0,18336.77
51520,VA,14856.41,54214,23281.5
51530,VA,2129241.43,79250.05,5031.42
51540,VA,32482.199999999997,4262.98,124986.32999999999
51550,VA,1320910.21,17060867.82,8528409.07
51570,VA,695834.61,322588.45999999996,45374.22
51580,VA,333842.99000000005,31196.74,1037316.54
51590,VA,291241.37,156512.66,3603728.77
51595,VA,0,1771.1599999999999,18637.010000000002
51600,VA,0,344050.56,545960.41
51610,VA,0,26827.800000000003,400215.31
51620,VA,1075469.31,3843894.92,20617.969999999998
51630,VA,96024.51,0,144674.94999999998
51650,VA,4219277.43,57634491.949999996,12588824.71
51660,VA,111230.29000000001,91029.48999999999,422714.95
51670,VA,11127.98,132806.74000000002,25870.670000000002
51678,VA,267775.66,0,0
51680,VA,1879276.55,2051.7,400272.54
51683,VA,2568.11,17339.34,63591.520000000004
51685,VA,0,0,4890.29
51690,VA,151882.49,125203.15,83183.09999999999
51700,VA,1111728.48,7676226.32,14247534.740000002
51710,VA,3306440.23,43466778.97,20968870.08
51720,VA,2920.68,175922.68,48163.28
51730,VA,183190.28999999998,335693.04,259542.78
51735,VA,729411.75,66649506.18,4445432.11
51740,VA,1400945.48,9778739.53,8588141.62
51750,VA,18964.26,0,0
51760,VA,140363.81,2336643.46,265717.48
51770,VA,2105569.54,6187487.75,1938519.8499999999
51775,VA,3952946.07,7403466.54,2475734.02
51790,VA,214160.97,243664.54,22712.27
51800,VA,510876.24000000005,1596928.71,2933583.6100000003
51810,VA,7135064.74,28980783.630000003,64523503.38
51820,VA,3202133.09,1396848.25,38068
51830,VA,27935.25,299.97,952.49
51840,VA,0,0,39761.13
53001,WA,5225.26,2241.04,0
53003,WA,11260.720000000001,0,43218.89
53005,WA,988920.21,174942.16999999998,104062.75
53007,WA,788824.81,232642.66999999998,66391.02
53009,WA,676687.91,247395.6,13939.69
53011,WA,1112163.05,763714.55,266977.79
53013,WA,143716.62,0,0
53015,WA,4315485,3038460.14,2007409.81
53017,WA,31852.59,0,0
53019,WA,0,0,53739.9
53021,WA,0,0,0
53025,WA,7127.78,0,70746
53027,WA,2185613.85,4228540.2,5810487.44
53029,WA,356668.17000000004,657237.3300000001,1375482.9400000002
53031,WA,55575.68,139181.33000000002,232152.91999999998
53033,WA,13026014.469999999,33237448.569999997,2548167.2399999998
53035,WA,574327.88,826961.9800000001,409986.01
53037,WA,636430.39,1331431.54,422026.64
53039,WA,291647.99000000005,0,21149.760000000002
53041,WA,21238474.06,53817245.5,943748.6
53043,WA,87389.14,0,0
53045,WA,879817.3,2612091.5,296453.35
53047,WA,85035.62999999999,69828.01,225028.62
53049,WA,789455.35,1194320.6199999999,1292094.47
53051,WA,979346.73,2189.7799999999997,596369.37
53053,WA,7579996.100000001,11964972.61,823425.52
53055,WA,27962.11,7892.469999999999,29378.85
53057,WA,5256359.36,5716383.83,557437.1
53059,WA,11348.92,274361.85000000003,48226.12
53061,WA,8233627.99,14533070.76,7720747.81
53063,WA,185786.99,259456.91,325929.83
53065,WA,31033.79,19045.24,7460.01
53067,WA,2445816,1793709.6600000001,222169.12
53069,WA,380322.81999999995,1253061.77,148972.24000000002
53071,WA,652883.3699999999,23048.72,47382.60999999999
53073,WA,2457031.21,3251595.33,378811.5
53075,WA,435936.55,0,13448.79
53077,WA,1089152.69,299815.4,1067103.35
54001,WV,2459001.01,92645.43,12857.210000000001
54003,WV,2834887.74,267272.57999999996,876314.1900000001
54005,WV,513372.15,1959698.3599999999,162325.03999999998
54007,WV,70733.71,119233.71,285909.45
54009,WV,975512.5399999999,4016549.4899999998,758522.7599999999
54011,WV,1817970.95,2544002.67,835100.4500000001
54013,WV,885785.74,681076.12,74241.75
54015,WV,68341.04,43266.03,1494626.64
54017,WV,98029.61,150964.15,9720.51
54019,WV,49955.19,1136047.84,1375484.94
54021,WV,748494.22,2873779.6,29698.06
54023,WV,1978307.9300000002,7037.33,21465.92
54025,WV,5635052.760000001,1901535.2599999998,15672232.48
54027,WV,3475418.42,207888.65,43116.200000000004
54029,WV,505466.9,3016781.4,73635.59
54031,WV,2877919.36,0,2098.59
54033,WV,769498.22,959573.2,413540.75
54035,WV,1456441.66,1479102.76,624929.21
54037,WV,1833450.42,12116.73,111376.46
54039,WV,6412857.760000001,9684516.98,21865367.01
54041,WV,216793.09,272938.99,196465.25
54043,WV,433877.32999999996,2393453.75,1067783.88
54045,WV,5735522.36,11862605.08,6049420.2
54047,WV,132823.69,5705844.75,280904.43
54049,WV,252775.4,1457397.87,3419753.4899999998
54051,WV,474634.72000000003,2307098.86,748335.01
54053,WV,529215.93,318881.35,272486.02
54055,WV,1478693.44,1668917.23,491130.72
54057,WV,1211626.22,85193.81,26320.43
54059,WV,87157.76,7966763.65,761697.9400000001
54061,WV,409718.77,925758.83,349104.6
54063,WV,318719.48,139987.97,708276.39
54065,WV,2274253.7399999998,172945.24,536474.67
54067,WV,92250.09,2715573,5874675.49
54069,WV,4594900.640000001,19046463.85,2708644.11
54071,WV,157049.33,37632.53,15748.39
54073,WV,66870.76999999999,441562.77,12217.880000000001
54075,WV,10099822.5,583904.01,1604485.97
54077,WV,224666.78,31783.65,58721.2
54079,WV,421170.98,931273.83,1617058.1900000002
54081,WV,536896.14,1685793.6600000001,1827729.16
54083,WV,3363237.3099999996,129689.24,232592.09
54085,WV,213217.62,68318.67000000001,97219.56999999999
54087,WV,462809.35,514793.52,2161445.57
54089,WV,3292301.94,133166.31,2465054.36
54091,WV,136608.57,239745.34999999998,250689.56
54093,WV,5127680.43,6538.030000000001,0
54095,WV,21409.88,110408.25,86849.24
54097,WV,1833496.4200000002,110112.14,3910.31
54099,WV,790062.79,1077731.51,665108.7899999999
54101,WV,200485.76999999996,207550.24,1633650.2500000002
54103,WV,468686.84,4638392.26,590491.22
54105,WV,322925.81,87200.23,93385.13
54107,WV,4463490.12,6099074.090000001,1630020.94
54109,WV,487673.18,11434791.540000001,1163064.69
55001,WI,9102.04,0,52311.56
55003,WI,4596.71,0,229662.44999999998
55005,WI,583.25,96085.61,20052.09
55007,WI,0,0,92728.42
55009,WI,376665.99,92647.31,1063812.48
55011,WI,36548.21,77748.12,192788.03
55013,WI,9764.8,109936.02,18475.28
55015,WI,18308.22,2480.1,40884.409999999996
55017,WI,8000.7699999999995,30443.29,209289.96999999997
55019,WI,137514.06,0,370106.33
55021,WI,82206.1,651281.98,1224770.24
55023,WI,34486.71,2900775.71,1621483.81
55025,WI,123981.55,2051766.8499999999,5651801.95
55027,WI,16888.68,83204.94,58567.12999999999
55029,WI,49016.23,0,206550.48
55031,WI,0,62438.89,442038.47
55033,WI,8500,23423.739999999998,0
55035,WI,188889.99,0,193735.37
55037,WI,4848.7,0,0
55039,WI,20887.43,4783701.390000001,2327771.6699999995
55041,WI,0,8211,25047.84
55043,WI,81535.40999999999,155139.63,211829.13
55045,WI,12380.339999999998,55580.719999999994,222121.80000000002
55047,WI,17676.760000000002,333322.32,88155.3
55049,WI,7386.95,170797.95,37241.89
55051,WI,0,0,10347.23
55053,WI,65977.45,0,381762.67000000004
55055,WI,628726.17,9260868.540000001,775815.6399999999
55057,WI,0,524494.28,3645890.42
55059,WI,161166.35,1772986.41,2473152.5500000003
55061,WI,5240.38,10485.51,11371.68
55063,WI,200076.31,576588.86,259335.27000000002
55065,WI,471797.77,11135.619999999999,73558.56
55067,WI,0,51479.77,471.65
55069,WI,0,0,0
55071,WI,28149.63,10361.66,346016.45
55073,WI,13657.06,21159.09,278383.18
55075,WI,0,295.09,13962.759999999998
55077,WI,0,281011.43,66486.83
55079,WI,12037348.59,1056464.06,3502171.92
55081,WI,46462.69,145103.66999999998,1049529.8
55083,WI,9522,0,200333.5
55085,WI,80000,0,14772.91
55087,WI,10016.990000000002,74095.63,305104.69
55089,WI,403972.27,1781706.4800000002,1035939.2
55091,WI,151168.86,254504.02,147449.66999999998
55093,WI,901624.1,691334.9700000001,1031444.85
55095,WI,0,1000,21736.29
55097,WI,4386.43,16534.05,128064.35
55099,WI,0,0,20165.46
55101,WI,18278.87,1200707.92,1251640.7599999998
55103,WI,41764,505614.91000000003,615066.84
55105,WI,92985.47000000002,3729383.86,264965.13
55107,WI,221559.17,68498.47,0
55109,WI,414943.52999999997,241996.91999999998,100431.83
55111,WI,80349.55,3207301.67,3588398.3499999996
55113,WI,0,6286.99,7978.47
55115,WI,2768.03,0,92554.85
55117,WI,167906.07,34894.04,104786.21999999999
55121,WI,229147.48,207218.07,2001440.66
55123,WI,80862.6,1271112.74,2750618.82
55127,WI,0,12731.67,335561.52
55129,WI,0,900655.64,75529.03
55131,WI,111588.11,458763.99,275678.29000000004
55133,WI,2021887.8699999999,2010322.8299999998,409912.02
55135,WI,1561.89,7227.42,132886.84
55137,WI,1604.15,40599.5,0
55139,WI,28905.690000000002,2499955.4800000004,746312.16
55141,WI,25612.52,8511.720000000001,663667.75
56001,WY,0,5898.71,18427.36
56003,WY,750.01,0,89710.20999999999
56005,WY,0,5958.6,1350.57
56007,WY,0,0,33430.83
56009,WY,0,0,2032.6
56013,WY,4527.06,0,47923.020000000004
56015,WY,0,3280.05,51065.7
56017,WY,0,0,0
56019,WY,7469.26,7485.34,6950.5
56021,WY,60213.689999999995,40416.6,108309.77
56023,WY,0,0,35739.259999999995
56025,WY,1404.42,40522.04,35042.48
56027,WY,0,569.76,0
56029,WY,183352.43,18356.53,115074.94
56031,WY,0,0,0
56033,WY,14253.859999999999,27726.629999999997,215426.23
56035,WY,0,0,0
56037,WY,29716.44,0,863417.45
56039,WY,28180.29,0,87936.5
56041,WY,0,10132.57,0
56043,WY,0,0,0
56045,WY,0,1173.6,0
60050,AS,0,0,13443.36
66010,GU,277500.54,1333707.74,346197.7
72001,PR,12251779.6,6715859.1,10957867.65
72003,PR,21840.49,31524.75,107454.79
72005,PR,17722.31,12228.5,454871.60000000003
72007,PR,0,0,0
72009,PR,109786.4,68959.47,43370.659999999996
72011,PR,240260.82,14511,135633.64
72013,PR,3496060.2,391809.08,1472404.31
72015,PR,89808.84,109390,7503.87
72017,PR,2093391.2999999998,186973.07,1619811.11
72019,PR,24587.399999999998,0,64342.2
72021,PR,1576990.28,67344.41,269994.7
72023,PR,361987.4,541182.18,191138.05000000002
72025,PR,536339.53,241841.86000000002,181016.28
72027,PR,0,869.0799999999999,0
72029,PR,1020862.9299999999,816361.08,1178039.65
72031,PR,1306044.48,99155.36,1801283.8199999998
72033,PR,467734.11,75748.54,172702.7
72035,PR,554352.25,37713.11,19018.95
72037,PR,9068.22,28509.56,3734.04
72039,PR,3986,1443,0
72041,PR,99547.81,28915.13,0
72043,PR,5773.75,0,0
72045,PR,665039.5700000001,3550.29,111773.92
72047,PR,5462.63,0,0
72049,PR,4755.55,0,41498.09
72051,PR,1024952.23,232817.93,232354.09
72053,PR,243577.43,310588.45,36154.42
72054,PR,11918.79,3507.08,0
72055,PR,5821.780000000001,141042.41,0
72057,PR,720071.01,109243.58,89104.78
72059,PR,208092.61,425595.97000000003,372053.77
72061,PR,779837.75,272955.11,722195.5599999999
72063,PR,90908.93,0,128880.37999999999
72065,PR,34955.36,61994.630000000005,49066.09
72067,PR,867989.85,282982.45,321673.92000000004
72069,PR,1085400.2,345618.32999999996,672416
72071,PR,7937.99,9760.25,0
72073,PR,82142.01000000001,0,0
72075,PR,338354.06,75571.8,154409.88999999998
72077,PR,22161,76085.67,71947.78
72079,PR,24985.43,70870.88,0
72085,PR,0,0,38408.14
72087,PR,214149.59000000003,111534.15,194959.52
72089,PR,52253.490000000005,59590.84,21637.36
72091,PR,110578.1,26219.65,0
72093,PR,71164.28,0,0
72095,PR,10975.79,13719.99,3148
72097,PR,1518918.2000000002,98558.52,328301.29000000004
72101,PR,5142.88,0,0
72103,PR,182071.45,91412.2,86599.01
72105,PR,6118.1,0,0
72107,PR,63080.97,0,0
72109,PR,279448.33999999997,110871.91999999998,1333
72111,PR,21315.91,17749.79,102239.8
72113,PR,759519.2999999999,743697.53,250571.44
72115,PR,0,30247.35,0
72117,PR,54034.93,21534.47,139650.64
72119,PR,252428.35,110631.69,71102.14
72123,PR,1365646.2,949288.55,446728.25
72125,PR,0,119121.66000000002,0
72127,PR,11817832.6,5779287.16,9430198.07
72129,PR,410684.19999999995,0,0
72131,PR,15810.48,0,279956.49
72133,PR,385855.35,759914.64,115143.86
72135,PR,128526.92,17366.62,0
72137,PR,7888297.88,866974.45,704605.4600000001
72139,PR,11870.41,4204,266990.97000000003
72141,PR,714035.25,0,134962.06
72143,PR,8911,724.36,74193.74
72145,PR,412966.11,266977.22,495353.1
72147,PR,0,0,0
72149,PR,32524.69,11998.46,0
72151,PR,170855.11,210786.77,9242.26
72153,PR,154442.50000000003,997661.3499999999,127381.59
78010,VI,7428208.37,9759861.28,8595267.639999999
78020,VI,25772.79,1451.94,160870.93
78030,VI,14211834.610000001,4398538.69,6272230.380000001
NA,AK,19903.51,10000,55781.71
NA,AL,55992.41,32838.939999999995,0
NA,AS,0,0,22642.59
NA,AZ,109000,0,0
NA,FL,139816.22,1696149.7600000002,626241.97
NA,GA,10215.58,244078.12,68319.38
NA,IA,0,462.48,0
NA,IL,79624.94,0,615765.97
NA,IN,0,0,8542.62
NA,KS,0,0,3010.74
NA,LA,19324.48,75219.19,0
NA,MI,0,0,0
NA,MN,0,0,5906.46
NA,MO,106676.77,24575.38,86653.4
NA,MS,8124.15,0,0
NA,NC,243694.1,7868.61,124547.20000000001
NA,NE,0,0,0
NA,NJ,0,0,840650.02
NA,NY,98707.04,0,3709076.63
NA,OH,5450.219999999999,6616.45,8433.56
NA,OK,0,0,525731.74
NA,OR,0,0,0
NA,PR,0,0,0
NA,SC,0,0,270681.31
NA,TX,229569.32,191534.04,5180777
NA,VA,0,11988.09,5250.47
NA,VI,3113878.63,2589731.4699999997,11389613.41
NA,VT,0,30670.45,12596.79
NA,WV,64500,0,19312.72
NA,NA,0,0,0
