countycode,state,amount_1990s,amount_2000s,amount_2010s
28045,MS,3637840.28,720280861.1500001,11777283.030000001
28047,MS,33874787.84,1217442452.03,21581211.830000002
28049,MS,2502118.6,13261601.82,7266847.7700000005
28051,MS,226279.97000000003,770535.4600000001,130071.85
28053,MS,670961.17,451064.97,1492117.83
28055,MS,634194.4500000001,604747.58,937942.62
28057,MS,51649.2,0,0
28059,MS,31029615.56,645512291.5600001,27552653.1
28061,MS,29837.11,63638.22,6798.38
28063,MS,159701.36,200064.98,454120.18
28065,MS,4612.7,0,0
28067,MS,264001.57,408781.23999999993,1426094.16
28071,MS,0,29589.23,393593.77999999997
28073,MS,1174683.74,2830236.15,1912584.96
28075,MS,915465.6,1634087.79,112478.54
28077,MS,89246.12,209876.02,125012.65
28079,MS,6058.719999999999,0,0
28081,MS,83384.24000000002,776580.6900000001,1899330.08
28083,MS,609653.66,119072.94,987504.8799999999
28085,MS,53873.15,31968.89,72441.98
28087,MS,2866813.69,1173947.1300000001,848839.27
28089,MS,1310073.81,1723913.71,2524050.65
28091,MS,1158120.81,949687.1000000001,1834232.74
28093,MS,27669.71,39409.08,159657.32
28095,MS,426288.33999999997,154186.98,470818.5
28099,MS,0,28294.850000000002,16302.98
28101,MS,18350.93,31154.370000000003,0
28103,MS,0,5420.63,70144.16
28105,MS,7143.33,11017.82,19176.61
28107,MS,179322.21,190072.85,393277.74000000005
28109,MS,2092461.6600000001,4122859.86,8457769.74
28111,MS,68265.54,55128.81999999999,1379706.98
28113,MS,896979.33,1669317.25,1484906.51
28115,MS,0,6813.51,41323.48
28117,MS,0,32437.54,13573.82
28119,MS,892223.1200000001,774180.9700000001,674019.41
28121,MS,275999.67,3477379.54,10682608.87
28123,MS,101898.48,0,250025.33
28125,MS,278850.72000000003,384198.69,1208598.83
28127,MS,727224.55,318139.26999999996,867755.4099999999
28129,MS,18331.14,7706.25,0
28131,MS,1129.6,55112.22,406242.80999999994
28133,MS,399347.49,96642.89,310327.5
28135,MS,168565.13999999998,157243.44,125706.94
28137,MS,65988.19,330004.24,439697.04000000004
28139,MS,14828.689999999999,10228.689999999999,24135.8
28141,MS,49617.28,22280.899999999998,124231.17
28143,MS,787672.67,268315.66,3098597.3100000005
28145,MS,29200.229999999996,170365.91,300449.87
28147,MS,639552.6,406211.52,1089179.78
28149,MS,9426363.03,5010253.66,8803534.67
28151,MS,4807890.51,10245904.38,18757767.01
28153,MS,3032.55,33465.84,617580.19
28155,MS,2797,0,0
28157,MS,5727494.0600000005,3195015.4,6061702.99
28159,MS,0,161497.64,0
28161,MS,2287.58,0,15683.21
28163,MS,214122.93,1718703,4624871.43
29001,MO,11386.4,0,57561.729999999996
29003,MO,203003.11000000002,1003267.29,3021712.96
29005,MO,800812.1600000001,130243.20000000001,2629623.26
29007,MO,11318.27,41711.37,11289.17
29009,MO,276844.98,804460.22,837069.6799999999
29011,MO,0,40575.159999999996,195317.16999999998
29013,MO,2239.59,454479.64,141493.64
29015,MO,326807.23,48427.04,6306.17
29017,MO,219991.47999999998,1768039.6800000002,140654.39
29019,MO,706891.39,1981709.09,231090.14
29021,MO,3524222.19,585124.37,15296667.48
29023,MO,127500.89,4631407.4,5028216.1
29025,MO,271.01,0,0
29027,MO,2533625.3,67178.37000000001,720718.3
29029,MO,123697.80000000002,39964.689999999995,1507006.4699999997
29031,MO,2586776.94,1150855.85,2771960.03
29033,MO,2098652.25,345845.92999999993,661076.32
29035,MO,343612.91,540108.9,4724696.37
29037,MO,574478.73,1314251.6500000001,1930757
29041,MO,244760.33000000002,318227.16000000003,568452.32
29043,MO,77527.03,728737.6,1130053.91
29045,MO,1130970.0099999998,838201.46,502308.82999999996
29047,MO,3917380.29,1293134.92,2401715.81
29049,MO,0,10000,46816.79
29051,MO,4126534.01,498355.49,2300114.88
29053,MO,95893.5,0,0
29055,MO,282920.14,862223.5599999999,3833321.21
29059,MO,0,0,27937.62
29061,MO,567142.34,26557.33,25131.040000000005
29063,MO,0,16400,72400
29065,MO,42786.91,30521.649999999998,17300
29069,MO,35428.46,33963.58,201930.13999999998
29071,MO,2881430.87,9750937.42,18459986.610000003
29073,MO,2805507.17,617600.24,3487087.31
29075,MO,0,0,35554.4
29077,MO,215705.82,1415698.5,1358616.1099999999
29079,MO,1209.69,0,156344.34999999998
29081,MO,15122.92,42955.74,98578.4
29085,MO,340500,0,0
29087,MO,3749911.5,6848789.51,27436521.49
29089,MO,468615.49,0,71771.48999999999
29091,MO,78174.92,414623.36,2418087.07
29093,MO,33952.57,242234.09,6396.32
29095,MO,24859782.5,2712836.96,10322915.56
29097,MO,297762.66,334101.17,1762917.23
29099,MO,21918581.36,8968497.56,23627771.700000003
29101,MO,0,171639.08,79884.61
29103,MO,2782,445040.48,616987.1
29105,MO,435.31,252913.02,397106.4
29107,MO,92067.20999999999,136823.24,37000
29109,MO,10986.34,0,193573.79
29111,MO,382623.72000000003,2636269.0500000003,624043.96
29113,MO,13844778.19,11469293.88,7011088.83
29115,MO,65878.7,140204.71,33574.35
29117,MO,21135.95,197393.24,56090.92999999999
29119,MO,169522.15,1343376.53,10491359.08
29121,MO,0,0,8284.73
29123,MO,1936323.8099999998,973579.8,54899.520000000004
29125,MO,287569.31,615401.42,1567007.33
29127,MO,6958308.899999999,1922035.9400000002,2221257.28
29131,MO,146004.71,59090.75000000001,485954.52
29133,MO,147599.22999999998,52659.34,4351814.040000001
29135,MO,188420.88,36985.66,14101.84
29137,MO,5300.56,152580.38999999998,0
29139,MO,1120728.4000000001,47866.299999999996,26506.28
29141,MO,0,4154.46,157742.77000000002
29143,MO,12464.32,956003.2,1546930.57
29145,MO,95728.87,596106.73,4434543.7700000005
29147,MO,96000,94780.51,10000
29149,MO,0,25263.3,16843.55
29151,MO,928881.31,506060.29000000004,1797616.36
29153,MO,0,0,274525.29
29155,MO,163584.97999999998,38563.82,240948.04
29157,MO,4853802.95,40618.96000000001,92222.32
29159,MO,61524.88,14678.78,229452.47
29161,MO,1309763.98,2267901.82,8031737.16
29163,MO,1903957.34,3350502.1799999997,3887910.87
29165,MO,8754386.049999999,340600.99,2613545.6100000003
29167,MO,0,1584.79,7506.89
29169,MO,372637.81999999995,1041307.74,4919275.04
29171,MO,0,0,3122.06
29173,MO,61000,133561.37,648113.5700000001
29175,MO,1988.42,0,0
29177,MO,1999091.81,50262.659999999996,6780.74
29179,MO,627700.45,685884.54,1314798.94
29181,MO,404566.58,1669145.7399999998,10906562.33
29183,MO,69841947.73,18239838.98,30235727.49
29186,MO,3546467.5100000002,97944.53,607123.9099999999
29187,MO,361558.52,534211.18,693159.6599999999
29189,MO,79511055.85000001,45059065.45,49112880.230000004
29195,MO,137348.88999999998,4257.22,4557.49
29201,MO,849798.2,594358.9500000001,1905666.28
29203,MO,0,48890.57,18123.3
29205,MO,0,80573.28,0
29207,MO,55028.090000000004,229770.86,850953.6199999999
29209,MO,6748.9,841718.63,1222779.75
29211,MO,0,0,0
29213,MO,51166.36,1841110.11,16739666.569999998
29215,MO,271035.8,423.21,16440.920000000002
29217,MO,55209.98,0,23792.28
29219,MO,1179755.94,100687.28,191429.63
29221,MO,103986.65,24682.58,11469.37
29223,MO,124181.15999999999,2232616.37,860572.28
29225,MO,1532.16,182203.37,101824.56
29229,MO,0,20000,448290.42
29510,MO,5414135.65,460129.51,1645765.71
30001,MT,764.78,0,0
30003,MT,0,297.47,210001.36
30005,MT,15447.34,1840.87,11264.05
30007,MT,0,0,6500.47
30009,MT,124103.31999999999,60392.81,129674.73
30013,MT,67820.79,18016.39,541329.13
30017,MT,11421.15,111880.32,144870.61
30021,MT,0,0,141830.91
30023,MT,3647.4700000000003,0,4636.32
30027,MT,0,35267.38,200175.91999999998
30029,MT,214132.30000000002,0,463759.42
30031,MT,112306.69,98436.12,56262.729999999996
30033,MT,0,0,0
30035,MT,19241.51,0,11451.74
30039,MT,0,0,16721.37
30041,MT,0,0,52134.74
30043,MT,0,1236.35,5729.25
30047,MT,23409.49,2358.85,3602.58
30049,MT,27386.11,0,272178.33
30051,MT,788.79,0,6286.12
30053,MT,306176.19,0,86530.71
30057,MT,6477.52,0,13023.36
30059,MT,75750.94,0,0
30061,MT,10767.53,0,0
30063,MT,361316.95999999996,6028.08,558355.4
30065,MT,0,4550.46,1029911.6499999999
30067,MT,642064.8799999999,0,103756.70999999999
30071,MT,34907.46,0,45458.89
30075,MT,0,1783.15,0
30077,MT,252.76,0,30877.38
30081,MT,43370.46,20913.48,55263.31999999999
30083,MT,2148.07,0,70304.26000000001
30085,MT,10507.13,0,48637.82
30087,MT,7633.54,0,5318.47
30089,MT,222301.31,0,1188.32
30093,MT,0,2825.66,5419.18
30095,MT,30219.3,0,52154.990000000005
30097,MT,360744.53,0,0
30099,MT,635,791.46,29235.98
30105,MT,12817.32,49541.5,1034828.7400000001
30107,MT,5955.5999999999995,0,4252.83
30109,MT,0,0,72247.26
30111,MT,400507.75,18047.78,794537.27
31001,NE,5945.94,10992.25,227530.98
31003,NE,0,0,406248.58
31011,NE,812.29,22178.22,124039.27000000002
31013,NE,0,0,0
31015,NE,47191.42,0,261511.63999999998
31019,NE,27336.53,8964.47,2857504.06
31021,NE,765.53,0,973603.9400000001
31023,NE,76515.2,123939.80000000002,86683.37999999999
31025,NE,927399.2999999999,51444.8,6180320.88
31027,NE,0,0,23727.08
31033,NE,0,0,76010.32999999999
31035,NE,30798.49,0,132726.16
31037,NE,542740.98,530433.3700000001,458537.89
31039,NE,6384.07,2626.86,470467.07
31041,NE,0,0,75379.46999999999
31043,NE,10289.18,0,873077.8
31047,NE,2811.3199999999997,142808.58000000002,308847.86
31049,NE,0,0,12035.41
31051,NE,0,0,29883.41
31053,NE,681114.6799999999,169606.12,9378744.03
31055,NE,1118389.26,375507.38999999996,9107371.16
31065,NE,0,0,0
31067,NE,201157.51,2918.49,424676.58999999997
31069,NE,0,0,4926.39
31079,NE,77481.5,249701.87,342800.27
31081,NE,25539.72,247.76,0
31089,NE,0,0,4898.98
31093,NE,0,0,167718.94
31095,NE,7969.139999999999,0,1065.94
31097,NE,0,0,5642.08
31099,NE,0,6348.75,0
31101,NE,11467.89,0,27084.59
31107,NE,0,0,781782.0599999999
31109,NE,64020.22,201563.96,2514572.7399999998
31111,NE,2176.51,51684.990000000005,184017.55
31119,NE,76112.34,24499.969999999998,3282011.49
31121,NE,0,15042.37,0
31125,NE,0,0,63953.45
31127,NE,185160.73,0,330748.98000000004
31129,NE,1091.33,3316.96,14045.27
31131,NE,11902.65,39382.990000000005,484574.07000000007
31137,NE,39348.29,2516.01,29692.199999999997
31139,NE,0,16106.560000000001,171636.93
31141,NE,206349.77,192529.53,1097662.59
31143,NE,0,0,0
31145,NE,0,35111.95,4117.61
31147,NE,327751.07,552925.0800000001,1300791.62
31149,NE,8115.94,0,0
31151,NE,8199.39,13416.26,780581.7699999999
31153,NE,3976673.94,137857.63,15139372.23
31155,NE,1262683.43,50365.15,2382828.9699999997
31157,NE,0,3848.42,169480.88
31159,NE,16277.710000000001,33777.75,49453.049999999996
31167,NE,0,0,153405.04
31169,NE,7051.77,142108.05,172228.96
31173,NE,0,0,541648.48
31175,NE,0,4990.79,105672.46
31177,NE,614668.9,44381.24,2348199.47
31179,NE,0,1495.17,3948.37
31181,NE,0,1727.4,0
31183,NE,0,0,7763.06
31185,NE,0,0,30583.91
32001,NV,0,0,14819.65
32003,NV,2820559.67,1597917.11,3029612.39
32005,NV,2674514.55,319083.31,741445.1
32007,NV,8275.51,0,116707.68000000001
32011,NV,0,587.73,0
32013,NV,0,0,19053.719999999998
32015,NV,0,0,0
32017,NV,0,0,0
32019,NV,246319.53999999998,6602.81,218934.65999999997
32021,NV,0,2662.8,0
32023,NV,157225.83000000002,88656.29,31064.5
32029,NV,9854.89,26179.1,0
32031,NV,16887195.080000002,10244897.519999998,2870499.6199999996
32033,NV,0,0,0
32510,NV,261427.28999999998,183570.68,59740.48
33001,NH,177370.30000000002,556372.93,150352.13
33003,NH,301000.94,368079.52,1263340.88
33005,NH,38815.49,4100046.2399999998,1855659.82
33007,NH,182313.03,96906.75,145868.16999999998
33009,NH,349799.17,359124.44,3153329.0700000003
33011,NH,187485.33999999997,8745047.7,473184.72
33013,NH,71292.82,5592617.600000001,557484.44
33015,NH,3949421.48,9854155.49,3802417.65
33017,NH,161173.61,1626515.51,347147.86
33019,NH,31883.99,197671.05,131099.19
34001,NJ,43954266.660000004,6034614.74,428248309.84
34003,NJ,43947949.82,47158200.3,237989908.99
34005,NJ,920321.4,11329641.94,14480053.79
34007,NJ,1477784.21,1900869.5699999998,3171860.8800000004
34009,NJ,77130777.78999999,11553814.74,302102200.15999997
34011,NJ,654560.84,187517.43,9912064.74
34013,NJ,12354760.19,11023323.24,85880978.41
34015,NJ,337471.3,468555.22,2980351.23
34017,NJ,4593954.819999999,3158234.06,153630527.87
34019,NJ,1419812.4000000001,16942911.36,5885659.49
34021,NJ,9317101.23,9215963.93,15727594.14
34023,NJ,13671180.65,5728984.42,93991840.9
34025,NJ,58730719.01,9256523.42,854418049.2399999
34027,NJ,13485248.879999999,20219658.04,142460892.55
34029,NJ,75419757.76,13358630.290000001,2511107502.8599997
34031,NJ,28471443.59,50602516.300000004,181924872.29
34033,NJ,361997.94,696122.99,5233350.36
34035,NJ,47171402.410000004,39328552.410000004,73395915.74
34037,NJ,107684.45000000001,569512.77,1227019.47
34039,NJ,14982539.41,10251009.08,68011119.21000001
34041,NJ,1938640.0999999999,26713712.16,2278246.6100000003
35001,NM,28167.25,294189.82,1010125.13
35003,NM,0,0,168085.22
35005,NM,3267.79,16465.35,189334.74
35006,NM,11714,319015.3,0
35007,NM,0,13049.9,0
35009,NM,27191.77,34708.21,428626.49
35013,NM,70418.05,4088509.84,490480.38
35015,NM,4429.5,286323.79000000004,20877.48
35017,NM,35035.72,72356.36,6723.08
35023,NM,0,27827.79,0
35025,NM,638738.18,32903.97,127290.19
35027,NM,1776.44,2158045.65,15368.08
35028,NM,0,30867.76,0
35029,NM,88420.82,0,62607.44
35031,NM,9369.79,0,0
35035,NM,58911.600000000006,937928.5800000001,497245.95
35037,NM,4968.6,5074.66,0
35039,NM,3900.2,66723.54,246813.52000000002
35041,NM,7329.24,21538.989999999998,50944.5
35043,NM,19417.260000000002,48001.35,169842.72999999998
35045,NM,1407.74,3646.6000000000004,487040.27999999997
35047,NM,1425.1000000000001,0,93293.55
35049,NM,27955.78,34034.43,825747.25
35051,NM,18169.91,464.27,122541.32999999999
35053,NM,18369.82,0,227812.52000000002
35055,NM,500,5141.93,0
35057,NM,0,0,4797.45
35061,NM,35357.92,224157.72999999998,254753.21
36001,NY,966475.79,774212.74,2292149.3499999996
36003,NY,341554.85,200100.74,148235.59
36005,NY,4182584.5,797256.85,14725321.56
36007,NY,1638668,39489879.94,95199459.10000001
36009,NY,1524214.62,2752396.0300000003,524783.44
36011,NY,593074.74,139562.01,415628.83
36013,NY,225709.58000000002,2022262.08,2156523.8200000003
36015,NY,961277.76,53098.43,1124857.9000000001
36017,NY,58054.6,5306358.17,5771627.14
36019,NY,1420367.99,117634.1,3357743.69
36021,NY,584996.62,936892.41,1190985.61
36023,NY,726003.48,1314536.4200000002,1393866.16
36025,NY,1887027.61,20893881.070000004,16427526.49
36027,NY,662856.9199999999,5206176.37,4984492.17
36029,NY,1395159.33,1885368.39,1252076.8699999999
36031,NY,908462.5000000001,176434.77,4300337.0200000005
36033,NY,27020.68,10260.99,104294.28
36035,NY,132721.04,293658.91,68009.26999999999
36037,NY,399623.97000000003,270338.16,776513.3099999999
36039,NY,982548.34,2506844.23,14772348
36041,NY,13965.85,5860.05,353644.36
36043,NY,288934.28,577592.7100000001,2662314.55
36045,NY,595031.46,31989.34,1411813.1600000001
36047,NY,4241690.83,259857.96,306568330.73999995
36049,NY,207889.71000000002,1102.52,168593.57
36051,NY,119886.48999999999,159168.42,198872.45
36053,NY,288612.7,185554.06,3594976.0700000003
36055,NY,1044983.41,1419227.63,2198629.93
36057,NY,141854.9,3781774.15,4625063.45
36059,NY,57737136.17,18833557.31,2150272360.8700004
36061,NY,5726185.42,1269345.2,115489591.16000001
36063,NY,20968.99,80912.59999999999,187874.50999999998
36065,NY,548763.47,670393.2000000001,9558944.38
36067,NY,2540875.89,1447341.96,1499979.6199999999
36069,NY,513204.24,211489.35,1129896.8
36071,NY,1779099.8399999999,6102318.220000001,14960046.21
36073,NY,12223.47,6198.51,60188.56
36075,NY,637534.9299999999,128696.29,688423.22
36077,NY,55150.51,6286172.29,2799514.3
36079,NY,238600.61,265782.97000000003,3180511.4299999997
36081,NY,16318792.719999999,6113330.41,643032442.26
36083,NY,515438.32,642547.27,3401372.1399999997
36085,NY,3625962.4600000004,1449959.07,241839642.95999998
36087,NY,4337400.37,4095386.8000000003,26771588.81
36089,NY,206320.52,28084,278859.75
36091,NY,2144467.58,673159.4199999999,4931018.500000001
36093,NY,1070049.8499999999,960355.2399999999,6620761.659999999
36095,NY,2355861.6399999997,610428.4099999999,27508490.05
36097,NY,97374.06999999999,9452.460000000001,317438.51
36099,NY,384266.55000000005,0,486601.82
36101,NY,864355.42,293986.1,132585.25
36103,NY,102644706.81,26838886.51,932511730.8399999
36105,NY,309468.63,13461278.18,2233007.76
36107,NY,594585.78,13097416.97,47998453.589999996
36109,NY,1152688.28,100041.39,232285.89
36111,NY,554044.1,8129618.05,19785170.81
36113,NY,8074.63,157662.61000000002,1113022.98
36115,NY,96771.09000000001,158235.59000000003,864214.7100000001
36117,NY,261048.73,115833.37,1043897.72
36119,NY,15715488.15,45689860.28,67067731.910000004
36121,NY,743765.56,47398.43,170985.5
36123,NY,131054.43000000001,10723.94,659827.66
37001,NC,914020.73,179047.78,282550.19
37003,NC,0,0,4910.85
37005,NC,3571.64,10397.97,129742.28
37007,NC,0,0,17592.6
37009,NC,175987.71,223986.28,211836.25
37011,NC,306718.51,2394209.82,27008.48
37013,NC,53004448.38,7031016.420000001,68459287.82
37015,NC,1450273.34,738154.37,10846340.799999999
37017,NC,714238.2899999999,16426.850000000002,7764262.06
37019,NC,29134737.3,2364224.99,29872322.75
37021,NC,1591693.0299999998,14831352.809999999,2499161.48
37023,NC,44549.41,2097585.36,120787.97
37025,NC,268998.14,2821473.8600000003,1109540.66
37027,NC,56575.159999999996,240931.76,155344.4
37029,NC,971267.3200000001,350781.06,1745440.58
37031,NC,20876090.12,26134703.34,76291866.91
37035,NC,216801.62000000002,346629.3,2111421.16
37037,NC,218090.09000000003,16532.71,542485.39
37039,NC,299492.73,4449.75,180856.84
37041,NC,100936.18000000001,4960675.46,1048447.87
37043,NC,1350.1,4505,96299.29000000001
37045,NC,130247.42,40997.73,283218.26
37047,NC,2250996.65,100656.05,19040672.77
37049,NC,10450148.879999999,4082668.87,220867650.36
37051,NC,240612.93,367976.98,22737311.11
37053,NC,814107.06,7121515.819999999,12275734.73
37055,NC,38633495.47,59703356.60999999,98918273.88
37057,NC,245125.41,301752.02999999997,498834.74
37059,NC,18565.59,0,97024.77999999998
37061,NC,2037323.14,855866.0599999999,48270078.21000001
37063,NC,927527.63,955218.17,2816285.71
37065,NC,11303951.16,92870.12999999999,16394080.21
37067,NC,443889.56999999995,1139572.52,1861429.59
37069,NC,116121.34,127077.51000000001,0
37071,NC,8918.84,18903.34,204926.3
37073,NC,171115.09,67182.78,232038.04
37075,NC,0,10846.72,0
37077,NC,82301.95,0,130616.35
37079,NC,806647.1300000001,40922.3,1736572.38
37081,NC,1016413.3099999999,2644487.85,2075539.3
37083,NC,299326.56,292523.44999999995,430191.36
37085,NC,260113.33999999997,0,2128386.5100000002
37087,NC,118995.74,7772769.039999999,112471.8
37089,NC,614676.01,757375.35,1086775.21
37091,NC,385286.59,1081357.58,1637374.74
37093,NC,24181.73,1985.96,607457.6200000001
37095,NC,4418237.050000001,8372474.779999999,5149188.38
37097,NC,36900.89,755602.51,279011.01
37099,NC,10621.24,578983.6,185821.93
37101,NC,1950514.28,54839.899999999994,8093604.06
37103,NC,2014296.4200000002,64977.53999999999,14734391.93
37105,NC,21892.239999999998,96927.47,789188.37
37107,NC,10900171.22,274177.89,33084517.749999996
37109,NC,0,0,134314.38
37111,NC,94113.72000000002,228997.12,393304.35000000003
37113,NC,0,888008.3,184436.78
37115,NC,64628.729999999996,723882.4700000001,14776.81
37117,NC,115265.92,83031.76,378143.23000000004
37119,NC,14756553.13,20930805.57,8675882.01
37121,NC,496247.53,256789.92,135694.26
37123,NC,0,12064.98,48154.13
37125,NC,241897.55,63337.37,1544500.47
37127,NC,26872698.86,530778.52,4969700.04
37129,NC,128114878.46000001,2719715.43,36431133.550000004
37131,NC,138499.55000000002,31546.7,112549.26
37133,NC,30416286.71,6185108.44,33597140.809999995
37135,NC,1015205.9400000001,2295582.1599999997,10821478.39
37137,NC,4287131.04,15447760.08,81517657.94
37139,NC,1811575.06,1551029.6300000001,2901856.01
37141,NC,44870747.04,671086.92,70021402.82
37143,NC,34163.53,711253.53,218952.74
37145,NC,23038,0,8358.07
37147,NC,26808683.19,549298.05,8589887.74
37149,NC,21438.39,63296.74999999999,366792.69
37151,NC,33018.42,108192.62000000001,184374.75
37153,NC,70395.15,73554.46,316924.35
37155,NC,410485.22,168049.58000000002,51701957.64
37157,NC,118769.31,123808.48,106370.15999999999
37159,NC,1450,330119.34,191375.24
37161,NC,332930.93,271645.62,509695.33999999997
37163,NC,436826.58,83295.51000000001,5751470.74
37165,NC,0,32326.63,413908.76
37167,NC,186408.04,159909.79,1708701.9400000002
37169,NC,0,93527.15000000001,19858.260000000002
37171,NC,0,25150.28,0
37173,NC,279134.28,221367.84000000003,207286.71
37175,NC,136115.25,388493.07,40213.89
37177,NC,140655.5,279612.12,7651372.430000001
37179,NC,54590.22,159872.77,636546.57
37181,NC,18072.83,121044.95000000001,3491.87
37183,NC,11063557.950000001,9050909.48,8475160.32
37185,NC,0,0,0
37187,NC,59575.78,837427.5599999999,1762633.25
37189,NC,553622.37,820672.2100000001,1445845.0599999998
37191,NC,11589293.549999999,151225.96,34488751.19
37193,NC,419682.77999999997,469.82,23085.480000000003
37195,NC,5182232.370000001,787938.44,4615115.7700000005
37197,NC,3400.6,0,2109.5
37199,NC,73735.07,565765.99,94732.14000000001
38001,ND,12872.3,0,0
38003,ND,505306.31999999995,996379.64,1068754.01
38005,ND,2956570.4,2452915.87,6057507.74
38007,ND,0,0,99156.7
38009,ND,0,0,0
38013,ND,4219.15,0,0
38015,ND,87211.03000000001,1170700.19,13995161.81
38017,ND,10530389.84,11275016.850000001,920899.23
38019,ND,256508,72400,0
38021,ND,20330.97,0,0
38027,ND,99776.26,102896.44,13408.91
38029,ND,159484.44,820832.08,50183.31
38031,ND,13381.14,22529.48,40262.439999999995
38035,ND,70923054.44,1694987.25,308134.3
38037,ND,28971.6,9304.189999999999,5897.13
38039,ND,4408.51,3026.42,17657.18
38041,ND,68057.86,6879.54,0
38045,ND,0,72741.81,5488.38
38047,ND,0,0,252919.84
38049,ND,6704.84,18949.05,554258.13
38051,ND,7284.84,0,0
38053,ND,0,0,0
38055,ND,54658.19,146161.39,0
38057,ND,132940.54,478542.98000000004,110830.4
38059,ND,85072.36,129675.34000000001,2441586.3200000003
38061,ND,3440.59,0,0
38063,ND,109290.44,772117.39,143639.53
38065,ND,12533.079999999998,43144.52,0
38067,ND,2763060.0100000002,157932.95,211266.56
38069,ND,55785.67,0,0
38071,ND,21937815.12,6728367.69,8936727.77
38073,ND,93605.81000000001,311058.93,206078.19999999998
38075,ND,571.5,817.71,91073.41
38077,ND,1478415.3199999998,355071.22000000003,177856.94999999998
38079,ND,35500,23023.6,0
38081,ND,750,0,87722.32999999999
38083,ND,0,12000,0
38085,ND,0,0,0
38089,ND,5117.66,3627.69,52958.97
38091,ND,10405.94,124569.57999999999,0
38093,ND,267184.95999999996,279521.13,189436.04
38095,ND,33572,70000,270500
38097,ND,607970.0399999999,652447.6699999999,84538.89
38099,ND,1286479.53,332527.57,189409.04
38101,ND,98114.88,164436.69999999998,68095232.89
38103,ND,80850,0,0
38105,ND,7431.880000000001,44392.81,26210.800000000003
39001,OH,962458.94,82757.76000000001,330138.44999999995
39003,OH,91305.21,1311068.2,2518482.8699999996
39005,OH,3140.77,506447.25,189521.22999999998
39007,OH,261157.23,1194606.97,224079.94
39009,OH,1576088.85,2487041.8499999996,466993.74
39011,OH,143613.28,108722.52,1766549.75
39013,OH,538289.05,5233484.38,1473467.8
39015,OH,1401469.6300000001,49111.33,172846.03
39017,OH,576353.14,2390128.21,415768.27
39019,OH,0,651268.6,0
39021,OH,92459,105823.26,38155.82
39023,OH,134876.77000000002,288267.03,2994970.1599999997
39025,OH,6786393.62,720374.8099999999,1039978.0399999999
39027,OH,0,13952.87,42038.75
39029,OH,78389.33,360882.05,38473.83
39031,OH,19250.91,105942.37999999999,53226.22
39033,OH,12345.689999999999,1311977.9000000001,903136.5700000001
39035,OH,5227511.300000001,11532871.32,10891951.01
39037,OH,42772.14,56572.02,98355.98
39039,OH,171538.61,952767.06,274893.57
39041,OH,119311.51999999999,383574.58,214101.39
39043,OH,1418916.51,997667.45,1104737.3
39045,OH,186521.12999999998,1379852.67,646185.56
39047,OH,0,4000.86,0
39049,OH,2071319.64,1393130.03,973488.93
39051,OH,16989.23,62735.32,52613.5
39053,OH,485581.85,343890.75,538207.28
39055,OH,157753.64,27343.9,455517.38
39057,OH,41520.29,111658.87,498263.94999999995
39059,OH,4045324.96,3064134.39,110551.73
39061,OH,8714713.62,6047183.32,9440271.89
39063,OH,1839864.1,30339832.47,4693155.5200000005
39065,OH,0,49764.08,269891.1
39067,OH,6338.639999999999,257369.57,28232.78
39069,OH,110164.93,655668.67,259880.66999999998
39071,OH,11992.37,0,0
39073,OH,611681.68,401646.70999999996,941373.65
39075,OH,8424.12,287747.62000000005,252868.7
39077,OH,17955.3,528398.46,223453.57
39079,OH,1162581.1,275275.7,1351290.8599999999
39081,OH,398760.3,2847195.04,338860.23000000004
39083,OH,63968.51,28006.8,137854.82
39085,OH,1454096.97,5730909.87,2332939.43
39087,OH,1855952.2899999998,1023289.23,1452955.57
39089,OH,567611.33,427567.95999999996,535167.3099999999
39091,OH,152313.22,541268.78,644969.64
39093,OH,168133.01,1188640.61,3308379.17
39095,OH,454973.1,3896687.71,1679405.54
39097,OH,30055.46,0,18118.45
39099,OH,398764.57,939583.15,910538.3
39101,OH,233054.97,216010.99,2679745.71
39103,OH,324640.46,848629.9500000001,3452265.63
39105,OH,803609.38,1059249.9100000001,463647.27999999997
39107,OH,311469.5,384856.55,619294.2000000001
39109,OH,242353.22999999998,437069.44,1458998.49
39111,OH,150334.43,887585.2999999999,6375.08
39113,OH,147662.28,655579.5700000001,562908.93
39115,OH,250305.67,1187268.22,170683.66
39117,OH,0,185.04,62086.649999999994
39119,OH,107117.07,1014236.66,92387.5
39121,OH,614382.0800000001,2378307.36,18670.96
39123,OH,3414544.16,368308.24,1249328.79
39125,OH,4075.6800000000003,74799.12,102341.99
39127,OH,355373.43,350075.63999999996,927312.75
39129,OH,101279.01000000001,418700.19,1782.53
39131,OH,677872.98,902901.77,6512.759999999999
39133,OH,17339.28,90281.81999999999,547925.18
39135,OH,163669.59999999998,89164.23,86108.01
39137,OH,285422.72,8890600.790000001,645819.6900000001
39139,OH,355501.92000000004,6023394.13,2842966.1
39141,OH,328102.94,651337.93,86463.03
39143,OH,110459.7,273507.51,148898.37
39145,OH,1252163.02,781484.37,458418.19
39147,OH,99996.31,760481.0499999999,878204.09
39149,OH,159252.71,57916.56,264504.52
39151,OH,189681.71000000002,2841141.6900000004,4273736.45
39153,OH,90037.08,2964877.6799999997,7334478.04
39155,OH,315779.01,1960326.65,1092113.03
39157,OH,242918.05,662999.1699999999,210494.31
