countycode,yearofloss,state,amount_paid
42005,1994,PA,1470.04
42005,1995,PA,6126.62
42005,1996,PA,661986.5
42005,1997,PA,17212.07
42005,1998,PA,1665.4
42005,1999,PA,2214.19
42005,2003,PA,1952.19
42005,2004,PA,2114515.38
42005,2005,PA,29483.78
42005,2006,PA,125372.51999999999
42005,2007,PA,51867.77
42005,2009,PA,20702.94
42005,2010,PA,0
42005,2012,PA,0
42005,2013,PA,1198960.1099999999
42005,2014,PA,38765.84
42005,2015,PA,5160.32
42005,2017,PA,123899.62000000001
42005,2018,PA,628116.64
42005,2019,PA,375422.44
42007,1977,PA,934.91
42007,1978,PA,4350.16
42007,1979,PA,9868.13
42007,1980,PA,1184.38
42007,1981,PA,12810.59
42007,1982,PA,3073.96
42007,1983,PA,200
42007,1984,PA,1695
42007,1985,PA,5263.18
42007,1986,PA,3003.62
42007,1989,PA,528.5
42007,1990,PA,215876.3
42007,1991,PA,0
42007,1994,PA,55400.990000000005
42007,1995,PA,0
42007,1996,PA,1092156.02
42007,1997,PA,17169.1
42007,1998,PA,30125.449999999997
42007,1999,PA,2296.45
42007,2000,PA,0
42007,2001,PA,0
42007,2003,PA,4859.03
42007,2004,PA,6155511.369999999
42007,2005,PA,131802.09999999998
42007,2007,PA,514718.01
42007,2008,PA,37353.58
42007,2009,PA,0
42007,2010,PA,1118319.28
42007,2011,PA,279418.36
42007,2013,PA,47953.770000000004
42007,2014,PA,19289.32
42007,2015,PA,125824.11
42007,2016,PA,76233.70999999999
42007,2017,PA,6851.5599999999995
42007,2018,PA,711819.65
42007,2019,PA,1110189.47
42009,1977,PA,28071.58
42009,1978,PA,61231.05
42009,1979,PA,48156.72
42009,1980,PA,7699.82
42009,1981,PA,7326.02
42009,1982,PA,1923.1
42009,1983,PA,2146782.63
42009,1984,PA,589338.64
42009,1985,PA,0
42009,1986,PA,504
42009,1987,PA,26698.87
42009,1988,PA,0
42009,1989,PA,23932.44
42009,1993,PA,900490.4299999999
42009,1994,PA,3709.72
42009,1995,PA,4412.45
42009,1996,PA,4956605.75
42009,1997,PA,416318.92
42009,1998,PA,37779.14
42009,1999,PA,0
42009,2001,PA,6408.129999999999
42009,2003,PA,151524.7
42009,2004,PA,2344026.35
42009,2005,PA,12670.23
42009,2008,PA,0
42009,2010,PA,354092.3
42009,2011,PA,22111.59
42009,2012,PA,84549.19
42009,2014,PA,108346.79
42009,2015,PA,0
42009,2018,PA,726649.0900000001
42011,1977,PA,1598
42011,1978,PA,132714.16999999998
42011,1979,PA,610765.79
42011,1980,PA,1234.51
42011,1981,PA,43352.619999999995
42011,1982,PA,27450.47
42011,1983,PA,73596.34
42011,1984,PA,318895.98
42011,1985,PA,86130.85
42011,1986,PA,11866.85
42011,1987,PA,441615.98
42011,1988,PA,0
42011,1989,PA,34451.369999999995
42011,1990,PA,0
42011,1991,PA,893.5
42011,1992,PA,0
42011,1993,PA,34371.27
42011,1994,PA,52888.240000000005
42011,1995,PA,1545.73
42011,1996,PA,433839.91
42011,1998,PA,0
42011,1999,PA,296917.33999999997
42011,2000,PA,35161.16
42011,2001,PA,119909.07
42011,2002,PA,8678.42
42011,2003,PA,184850.62
42011,2004,PA,220701.78999999998
42011,2005,PA,649027.76
42011,2006,PA,8952273.57
42011,2007,PA,45637.44
42011,2008,PA,1778.78
42011,2009,PA,5369.63
42011,2010,PA,17813.64
42011,2011,PA,1699346.8499999999
42011,2012,PA,19355.79
42011,2013,PA,17600.49
42011,2014,PA,61191.119999999995
42011,2015,PA,0
42011,2017,PA,2022.87
42011,2018,PA,400194.18
42011,2019,PA,369517.39
42013,1977,PA,26222.74
42013,1978,PA,26118.17
42013,1979,PA,57952.39
42013,1980,PA,2022.7
42013,1981,PA,5330.82
42013,1982,PA,10432.27
42013,1983,PA,25048.140000000003
42013,1984,PA,161303.07
42013,1985,PA,104
42013,1986,PA,0
42013,1987,PA,41768.63
42013,1989,PA,11639.46
42013,1990,PA,8665.91
42013,1991,PA,1502.67
42013,1993,PA,579299.49
42013,1994,PA,59060.58
42013,1995,PA,81692.87
42013,1996,PA,1887438.63
42013,1997,PA,711355.11
42013,1999,PA,7126.23
42013,2000,PA,35265.95
42013,2001,PA,13474.68
42013,2003,PA,249999.94999999998
42013,2004,PA,2591687.87
42013,2005,PA,0
42013,2006,PA,0
42013,2007,PA,4744.74
42013,2009,PA,1530.19
42013,2010,PA,78989.93999999999
42013,2011,PA,73664.78
42013,2012,PA,3228.71
42013,2013,PA,1800
42013,2014,PA,11797.91
42013,2015,PA,6653.99
42013,2017,PA,7093.469999999999
42013,2018,PA,655340.5900000001
42013,2019,PA,60841.16
42015,1977,PA,0
42015,1978,PA,15482.869999999999
42015,1979,PA,120747.54000000001
42015,1980,PA,2149.69
42015,1981,PA,2356.74
42015,1982,PA,962.8
42015,1983,PA,138571.87
42015,1984,PA,15449.41
42015,1986,PA,230.5
42015,1990,PA,0
42015,1992,PA,8127.110000000001
42015,1993,PA,108907.28
42015,1994,PA,24061.96
42015,1995,PA,3718.48
42015,1996,PA,1412838.81
42015,1998,PA,6632.780000000001
42015,1999,PA,8668.2
42015,2000,PA,24302.32
42015,2001,PA,0
42015,2003,PA,7537
42015,2004,PA,1014380.89
42015,2005,PA,894331.9500000001
42015,2006,PA,1420391.66
42015,2008,PA,20733.940000000002
42015,2009,PA,11056.04
42015,2010,PA,13267.599999999999
42015,2011,PA,16742855.17
42015,2013,PA,0
42015,2015,PA,13717.17
42015,2017,PA,455206.5
42015,2018,PA,2415622.3
42015,2019,PA,40990.65
42017,1977,PA,2466.26
42017,1978,PA,80918.93
42017,1979,PA,307143.01
42017,1980,PA,147213.53
42017,1981,PA,25156.579999999998
42017,1982,PA,223651.69
42017,1983,PA,178230.47
42017,1984,PA,935833.1499999999
42017,1985,PA,51066.61
42017,1986,PA,114299.91
42017,1987,PA,230671.74000000002
42017,1988,PA,29503.759999999995
42017,1989,PA,141019.53
42017,1990,PA,814.11
42017,1991,PA,0
42017,1992,PA,122208.34
42017,1993,PA,1277789.23
42017,1994,PA,533000.97
42017,1995,PA,4699.38
42017,1996,PA,9575539.85
42017,1997,PA,4898.96
42017,1998,PA,7808.04
42017,1999,PA,12449635.25
42017,2000,PA,1825731.51
42017,2001,PA,2585131.63
42017,2002,PA,2573.33
42017,2003,PA,145739.22999999998
42017,2004,PA,20962019.330000002
42017,2005,PA,31274676.869999997
42017,2006,PA,28520496.67
42017,2007,PA,338816.23
42017,2008,PA,95064.96
42017,2009,PA,319691.89
42017,2010,PA,169468.52
42017,2011,PA,15445918.14
42017,2012,PA,72607.41
42017,2013,PA,77519.78
42017,2014,PA,165467.15
42017,2015,PA,0
42017,2016,PA,90890.4
42017,2017,PA,24046.49
42017,2018,PA,476114
42017,2019,PA,248701.12
42019,1977,PA,1081.62
42019,1978,PA,32774.67
42019,1979,PA,11086.45
42019,1980,PA,233132.63
42019,1981,PA,8364.16
42019,1982,PA,65547.92
42019,1983,PA,6465.9400000000005
42019,1984,PA,10156.11
42019,1985,PA,69872.01
42019,1986,PA,13390.310000000001
42019,1987,PA,964.71
42019,1989,PA,28638.2
42019,1990,PA,319164.36
42019,1991,PA,16391.99
42019,1992,PA,71448.78
42019,1993,PA,13739.64
42019,1994,PA,196361.57
42019,1995,PA,0
42019,1996,PA,429110.72000000003
42019,1997,PA,54155.5
42019,1998,PA,2844.81
42019,1999,PA,28150.010000000002
42019,2000,PA,0
42019,2001,PA,0
42019,2002,PA,626.71
42019,2003,PA,313389.9
42019,2004,PA,8324257.79
42019,2005,PA,48328.71000000001
42019,2006,PA,0
42019,2007,PA,8410.060000000001
42019,2008,PA,12102.37
42019,2009,PA,1363.14
42019,2010,PA,776414.45
42019,2011,PA,81120.33
42019,2012,PA,4406.41
42019,2013,PA,553.69
42019,2014,PA,100737.48
42019,2015,PA,133392.24
42019,2017,PA,427960.7
42019,2018,PA,190674.24
42019,2019,PA,1755749.16
42021,1977,PA,1020381.1699999999
42021,1978,PA,116752.54999999999
42021,1979,PA,69825.34
42021,1980,PA,63696.200000000004
42021,1981,PA,158347.32
42021,1982,PA,5760.79
42021,1983,PA,169494.9
42021,1984,PA,21600.010000000002
42021,1985,PA,1024.35
42021,1986,PA,115000
42021,1987,PA,68070.05
42021,1988,PA,0
42021,1989,PA,1700
42021,1990,PA,0
42021,1992,PA,0
42021,1993,PA,50778.83
42021,1994,PA,1034.33
42021,1995,PA,0
42021,1996,PA,1294202.3699999999
42021,1997,PA,80628.16
42021,1998,PA,5645.98
42021,1999,PA,0
42021,2001,PA,0
42021,2002,PA,7925.63
42021,2003,PA,12512.88
42021,2004,PA,146249.65
42021,2005,PA,2561.23
42021,2006,PA,6896.219999999999
42021,2007,PA,13471.04
42021,2008,PA,1152.36
42021,2010,PA,122.48
42021,2011,PA,7982.34
42021,2012,PA,4452.02
42021,2013,PA,70071.87
42021,2014,PA,17041.949999999997
42021,2015,PA,23552.05
42021,2016,PA,0
42021,2017,PA,128105.59000000001
42021,2018,PA,55804.399999999994
42021,2019,PA,6410.94
42023,1978,PA,557.17
42023,1981,PA,10865.36
42023,1982,PA,24014.449999999997
42023,1984,PA,2034.87
42023,1989,PA,3168.17
42023,1992,PA,1589.63
42023,1993,PA,0
42023,1996,PA,248831.36
42023,2003,PA,1636.3500000000001
42023,2004,PA,189535.56
42023,2010,PA,60698.46
42023,2018,PA,4646.12
42025,1978,PA,800
42025,1979,PA,0
42025,1981,PA,2225
42025,1983,PA,10563.24
42025,1985,PA,0
42025,1987,PA,38037.8
42025,1993,PA,1586.77
42025,1994,PA,0
42025,1996,PA,141195.59
42025,1998,PA,0
42025,2000,PA,1155.72
42025,2002,PA,0
42025,2003,PA,0
42025,2004,PA,41087.11
42025,2005,PA,11012.56
42025,2006,PA,61686.590000000004
42025,2010,PA,0
42025,2011,PA,22683.760000000002
42025,2012,PA,49119.38
42025,2013,PA,0
42025,2014,PA,0
42025,2016,PA,0
42025,2017,PA,0
42025,2018,PA,7116.59
42027,1977,PA,2665
42027,1978,PA,22653.19
42027,1979,PA,70674.61
42027,1980,PA,5046.77
42027,1981,PA,8637.16
42027,1982,PA,1065.19
42027,1983,PA,1361.37
42027,1984,PA,33537.92
42027,1989,PA,0
42027,1993,PA,4361.43
42027,1994,PA,0
42027,1996,PA,337510.54
42027,1997,PA,0
42027,1999,PA,0
42027,2000,PA,0
42027,2002,PA,0
42027,2003,PA,18626.7
42027,2004,PA,2073410.54
42027,2005,PA,5501.68
42027,2008,PA,15637.810000000001
42027,2009,PA,0
42027,2010,PA,24525.43
42027,2011,PA,41021.66
42027,2012,PA,123.09
42027,2013,PA,16986.33
42027,2014,PA,20456.42
42027,2016,PA,149290.75
42027,2017,PA,1504.39
42027,2018,PA,172521.30000000002
42029,1977,PA,4567.5599999999995
42029,1978,PA,242914.85
42029,1979,PA,409696.85
42029,1980,PA,40940.47
42029,1981,PA,4319.469999999999
42029,1982,PA,19382.47
42029,1983,PA,122072.37
42029,1984,PA,51385.24
42029,1985,PA,25476.76
42029,1986,PA,2765
42029,1987,PA,2084.11
42029,1988,PA,9126.55
42029,1989,PA,71519.81
42029,1990,PA,152067.03
42029,1991,PA,309180.01
42029,1992,PA,278449.23
42029,1993,PA,304907.07999999996
42029,1994,PA,623043.66
42029,1995,PA,9446.12
42029,1996,PA,1001543.2999999999
42029,1997,PA,0
42029,1998,PA,125812.52
42029,1999,PA,3398481.4299999997
42029,2000,PA,105489.59
42029,2001,PA,20161.72
42029,2002,PA,0
42029,2003,PA,2060286.4100000001
42029,2004,PA,1537474.15
42029,2005,PA,89442.79000000001
42029,2006,PA,3925139.2800000003
42029,2007,PA,13144.78
42029,2008,PA,7626.48
42029,2009,PA,16191.43
42029,2010,PA,808718.12
42029,2011,PA,2562980.59
42029,2012,PA,64575.020000000004
42029,2013,PA,167320.05
42029,2014,PA,1931997.8299999998
42029,2015,PA,31727.82
42029,2016,PA,42516.6
42029,2018,PA,1467661.54
42029,2019,PA,60654.090000000004
42031,1978,PA,25649.969999999998
42031,1979,PA,926.3
42031,1980,PA,87964.16
42031,1981,PA,30143.93
42031,1982,PA,22002.73
42031,1984,PA,0
42031,1985,PA,5836.16
42031,1986,PA,21174.11
42031,1989,PA,1102.21
42031,1996,PA,1289052.9100000001
42031,2002,PA,0
42031,2003,PA,48972.32
42031,2004,PA,877892.6000000001
42031,2012,PA,0
42031,2014,PA,99462.23999999999
42031,2015,PA,31351.84
42031,2018,PA,41870.85
42031,2019,PA,381483.12
42033,1977,PA,15925.76
42033,1978,PA,11074.09
42033,1979,PA,26405.690000000002
42033,1980,PA,9215.720000000001
42033,1981,PA,7830.51
42033,1983,PA,10590.7
42033,1984,PA,8575.42
42033,1986,PA,4256.42
42033,1989,PA,0
42033,1990,PA,943.9399999999999
42033,1991,PA,0
42033,1993,PA,0
42033,1994,PA,1755.11
42033,1995,PA,0
42033,1996,PA,726698.67
42033,1997,PA,138256.51
42033,2000,PA,0
42033,2001,PA,532.91
42033,2002,PA,2011.1
42033,2003,PA,23962.760000000002
42033,2004,PA,671173.65
42033,2005,PA,2719.09
42033,2006,PA,2688.65
42033,2007,PA,2128.45
42033,2010,PA,15203.439999999999
42033,2011,PA,3399.88
42033,2013,PA,3215198.41
42033,2014,PA,13043.23
42033,2015,PA,14195.59
42033,2016,PA,24494.4
42033,2017,PA,35951
42033,2018,PA,814205.37
42033,2019,PA,0
42035,1978,PA,806
42035,1979,PA,14266.27
42035,1980,PA,0
42035,1981,PA,131655.88
42035,1982,PA,24942.78
42035,1983,PA,8783.689999999999
42035,1984,PA,341967.66
42035,1986,PA,1825.7
42035,1988,PA,730
42035,1993,PA,9207.41
42035,1994,PA,35244.11
42035,1995,PA,1337
42035,1996,PA,1444717.11
42035,1997,PA,0
42035,1999,PA,9109.47
42035,2002,PA,444.75
42035,2003,PA,4182.9
42035,2004,PA,5284930.449999999
42035,2005,PA,1458.68
42035,2006,PA,2645.64
42035,2008,PA,22409.14
42035,2009,PA,9155.17
42035,2010,PA,167074.45
42035,2011,PA,22501.710000000003
42035,2012,PA,0
42035,2013,PA,37372.01
42035,2014,PA,840.33
42035,2016,PA,25482.09
42035,2017,PA,7316.280000000001
42035,2018,PA,81544.52
42035,2019,PA,242574.92
42037,1978,PA,9307.82
42037,1979,PA,132665.81
42037,1980,PA,22305
42037,1981,PA,48929.21000000001
42037,1982,PA,13184.05
42037,1983,PA,55271.29
42037,1984,PA,11573.61
42037,1985,PA,4013.38
42037,1986,PA,26151.25
42037,1988,PA,0
42037,1993,PA,45141.14
42037,1994,PA,0
42037,1996,PA,1882861.44
42037,1998,PA,0
42037,1999,PA,48088.11
42037,2000,PA,2935.4
42037,2003,PA,0
42037,2004,PA,1912248.24
42037,2005,PA,306171.9
42037,2006,PA,15536957.4
42037,2008,PA,5930.1
42037,2010,PA,174405.35
42037,2011,PA,39569293.96
42037,2012,PA,1613.04
42037,2013,PA,0
42037,2016,PA,0
42037,2017,PA,884.63
42037,2018,PA,3668917.15
42037,2019,PA,0
42039,1977,PA,8663.59
42039,1978,PA,17529.84
42039,1979,PA,33851.66
42039,1980,PA,8266.36
42039,1981,PA,71827.56
42039,1982,PA,10553.1
42039,1983,PA,620
42039,1984,PA,3998.4900000000002
42039,1985,PA,3225.2
42039,1986,PA,2455.56
42039,1987,PA,32960.17
42039,1988,PA,0
42039,1990,PA,145400.29
42039,1992,PA,13878.39
42039,1993,PA,10535.3
42039,1994,PA,4751.24
42039,1995,PA,0
42039,1996,PA,164948.85
42039,1997,PA,0
42039,1998,PA,0
42039,1999,PA,0
42039,2000,PA,4347.110000000001
42039,2001,PA,4494.57
42039,2002,PA,5049.25
42039,2003,PA,160573.18000000002
42039,2004,PA,495186.47
42039,2005,PA,4561.96
42039,2006,PA,74977
42039,2007,PA,14373.19
42039,2008,PA,4720.58
42039,2009,PA,11798.67
42039,2010,PA,1295.63
42039,2011,PA,4351.860000000001
42039,2012,PA,0
42039,2013,PA,5320.93
42039,2014,PA,82548.23
42039,2015,PA,37689.31
42039,2016,PA,8335.51
42039,2017,PA,24695.32
42039,2018,PA,69467.44
42039,2019,PA,34021.08
42041,1976,PA,576
42041,1978,PA,67616.23000000001
42041,1979,PA,429975.27
42041,1980,PA,309.21
42041,1981,PA,8595.529999999999
42041,1982,PA,61816.130000000005
42041,1983,PA,69088.42
42041,1984,PA,662031.4500000001
42041,1985,PA,13007.15
42041,1986,PA,13174.02
42041,1987,PA,11485.35
42041,1988,PA,0
42041,1989,PA,2629.54
42041,1990,PA,0
42041,1993,PA,109694.47
42041,1994,PA,40259.43
42041,1995,PA,5074.42
42041,1996,PA,4016969.15
42041,1997,PA,0
42041,1998,PA,40613.8
42041,1999,PA,31591.93
42041,2000,PA,6490.030000000001
42041,2001,PA,9719.26
42041,2003,PA,35362.64
42041,2004,PA,3973022.02
42041,2005,PA,11942.98
42041,2006,PA,373015.31
42041,2007,PA,45752.62
42041,2008,PA,7722.66
42041,2009,PA,145871.01
42041,2010,PA,29304.309999999998
42041,2011,PA,5965203.25
42041,2012,PA,20020.83
42041,2013,PA,149962.52000000002
42041,2014,PA,92208.48999999999
42041,2015,PA,49158.020000000004
42041,2016,PA,0
42041,2017,PA,0
42041,2018,PA,157678.04
42041,2019,PA,2542.79
42043,1975,PA,33763.47
42043,1977,PA,0
42043,1978,PA,58009.75
42043,1979,PA,475466.68
42043,1980,PA,622
42043,1981,PA,67139.24
42043,1982,PA,39306.630000000005
42043,1983,PA,11541.4
42043,1984,PA,180105.4
42043,1985,PA,6335.05
42043,1986,PA,17578.14
42043,1987,PA,60818.33
42043,1989,PA,108869.44
42043,1990,PA,0
42043,1991,PA,9551.2
42043,1992,PA,0
42043,1993,PA,204011.5
42043,1994,PA,99902.64
42043,1995,PA,7799.01
42043,1996,PA,12339847.98
42043,1997,PA,2762.66
42043,1998,PA,77053.43
42043,1999,PA,296455.31
42043,2000,PA,503.90000000000003
42043,2002,PA,0
42043,2003,PA,35026.66
42043,2004,PA,14589479.26
42043,2005,PA,55565.14
42043,2006,PA,2107692.0700000003
42043,2007,PA,25952.089999999997
42043,2008,PA,292686.4
42043,2009,PA,14482.169999999998
42043,2010,PA,191095.07
42043,2011,PA,52068722.50000001
42043,2012,PA,17924.3
42043,2013,PA,136451.78
42043,2014,PA,9082.93
42043,2015,PA,0
42043,2016,PA,11091.1
42043,2017,PA,342115.14
42043,2018,PA,2226743.31
42043,2019,PA,0
42045,1977,PA,27035.88
42045,1978,PA,94835.61
42045,1979,PA,403289.33999999997
42045,1980,PA,162500.18
42045,1981,PA,159796.63
42045,1982,PA,2413.5299999999997
42045,1983,PA,23116.06
42045,1984,PA,128680.09
42045,1985,PA,50135.44
42045,1986,PA,0
42045,1987,PA,46204.54
42045,1988,PA,13387.35
42045,1989,PA,1143176.45
42045,1990,PA,67587.13
42045,1991,PA,759389.13
42045,1992,PA,32352.240000000005
42045,1993,PA,44496.78
42045,1994,PA,625739.58
42045,1995,PA,2972.44
42045,1996,PA,247334.42
42045,1997,PA,30231.89
42045,1999,PA,11658894.14
42045,2000,PA,46738.13
42045,2001,PA,200857.41
42045,2002,PA,2337.5600000000004
42045,2003,PA,1074159.8599999999
42045,2004,PA,5600068.68
42045,2005,PA,92895.45999999999
42045,2006,PA,66056.61
42045,2007,PA,83218.35999999999
42045,2008,PA,20538.03
42045,2009,PA,189955.30000000002
42045,2010,PA,8807285.45
42045,2011,PA,6160159.25
42045,2012,PA,476030.74
42045,2013,PA,146175.39
42045,2014,PA,1409040.92
42045,2015,PA,11082.609999999999
42045,2016,PA,40965.06
42045,2017,PA,35496.29
42045,2018,PA,1425296.55
42045,2019,PA,75825.5
42047,1978,PA,886.13
42047,1979,PA,753.23
42047,1981,PA,35222.33
42047,1982,PA,357.21000000000004
42047,1983,PA,0
42047,1984,PA,622
42047,1985,PA,0
42047,1989,PA,660478.9
42047,1992,PA,1132
42047,1994,PA,4158.98
42047,1995,PA,1582.93
42047,1996,PA,1813291.3399999999
42047,2001,PA,0
42047,2003,PA,64477.03
42047,2004,PA,178258.36
42047,2006,PA,1520.9299999999998
42047,2007,PA,0
42047,2008,PA,0
42047,2010,PA,701256.11
42047,2013,PA,112368.09
42047,2014,PA,4077918.96
42047,2015,PA,128871.59
42047,2017,PA,4156.65
42047,2018,PA,115032.72
42047,2019,PA,86763.64
42049,1977,PA,111567
42049,1978,PA,113502.61
42049,1979,PA,200807.14
42049,1980,PA,29474.72
42049,1981,PA,90952.03
42049,1982,PA,65534.78
42049,1983,PA,24020.67
42049,1984,PA,102467.5
42049,1985,PA,644888.38
42049,1986,PA,64511.89
42049,1987,PA,6476.58
42049,1988,PA,281042.62
42049,1989,PA,337707.5
42049,1990,PA,213450.66
42049,1991,PA,35200
42049,1992,PA,49602.96
42049,1993,PA,192472.28
42049,1994,PA,162486.2
42049,1995,PA,18892
42049,1996,PA,422617.07
42049,1997,PA,6004.169999999999
42049,1998,PA,3121.48
42049,1999,PA,0
42049,2000,PA,141850.59999999998
42049,2002,PA,76928.89000000001
42049,2003,PA,4098.15
42049,2004,PA,605247.86
42049,2005,PA,12454.189999999999
42049,2008,PA,22654.76
42049,2009,PA,231236.28000000003
42049,2011,PA,182783.61000000002
42049,2012,PA,0
42049,2013,PA,220943.72999999998
42049,2014,PA,0
42049,2016,PA,39513.579999999994
42049,2017,PA,315608.88999999996
42049,2018,PA,35534.1
42049,2019,PA,31654.76
42051,1977,PA,25248.5
42051,1978,PA,38011.57
42051,1979,PA,57496.03
42051,1980,PA,38897.3
42051,1981,PA,16645.989999999998
42051,1982,PA,2593.64
42051,1984,PA,495.44
42051,1985,PA,1023922.1799999999
42051,1987,PA,12204.43
42051,1989,PA,0
42051,1990,PA,26373.53
42051,1992,PA,1049
42051,1993,PA,2408.56
42051,1994,PA,36290.020000000004
42051,1995,PA,197
42051,1996,PA,835004.11
42051,1997,PA,0
42051,1998,PA,2467.96
42051,1999,PA,0
42051,2000,PA,566474.11
42051,2002,PA,123976.34999999999
42051,2003,PA,665243.76
42051,2004,PA,22518.160000000003
42051,2007,PA,16437.75
42051,2008,PA,46171.69
42051,2009,PA,13779.98
42051,2010,PA,3157.11
42051,2011,PA,341308.35
42051,2012,PA,132410.07
42051,2013,PA,72208.47
42051,2014,PA,312208.8
42051,2015,PA,39572.270000000004
42051,2016,PA,1725815.28
42051,2017,PA,1367700.15
42051,2018,PA,492658.94000000006
42051,2019,PA,144513.24
42053,1978,PA,1800
42053,1979,PA,1264.77
42053,1981,PA,15600
42053,1982,PA,2327.27
42053,1984,PA,4854.59
42053,1985,PA,462.2
42053,1996,PA,1812.01
42053,2011,PA,362.43
42053,2014,PA,168545.69
42053,2016,PA,0
42055,1977,PA,707.5
42055,1979,PA,12518.97
42055,1981,PA,4230.820000000001
42055,1982,PA,1218.25
42055,1983,PA,3625.44
42055,1984,PA,46513.85
42055,1985,PA,6070.15
42055,1989,PA,796.75
42055,1990,PA,0
42055,1993,PA,0
42055,1994,PA,2897.9
42055,1995,PA,5233.339999999999
42055,1996,PA,164004.53999999998
42055,2003,PA,2650.71
42055,2004,PA,42078.76
42055,2005,PA,21466.13
42055,2006,PA,493340.75
42055,2008,PA,0
42055,2010,PA,22186.620000000003
42055,2011,PA,17619.769999999997
42055,2012,PA,20546.329999999998
42055,2014,PA,48893.19
42055,2015,PA,3254.42
42055,2017,PA,0
42055,2018,PA,75724.97
42055,2019,PA,0
42057,1981,PA,2546.97
42057,1996,PA,43646
42057,2004,PA,303983.51
42059,1978,PA,9106.599999999999
42059,1979,PA,18661.370000000003
42059,1980,PA,61566.94
42059,1981,PA,32228.989999999998
42059,1982,PA,155.15
42059,1985,PA,243758.07
42059,1989,PA,28800
42059,1992,PA,2544.52
42059,1994,PA,3724.71
42059,1996,PA,361526.62
42059,1997,PA,11213.62
42059,2000,PA,337307.1
42059,2001,PA,2238.29
42059,2002,PA,6779.27
42059,2003,PA,251445.89
42059,2004,PA,1240346.44
42059,2005,PA,26826.32
42059,2011,PA,45968.21000000001
42059,2015,PA,51400
42059,2016,PA,299603.79000000004
42059,2017,PA,184666.37
42059,2018,PA,73367.99
42059,2019,PA,0
42061,1977,PA,0
42061,1978,PA,7872.96
42061,1979,PA,26473.75
42061,1981,PA,1351.92
42061,1983,PA,2875.6
42061,1984,PA,460957.51
42061,1986,PA,0
42061,1988,PA,1833.12
42061,1989,PA,3214.17
42061,1993,PA,422804.47000000003
42061,1994,PA,500
42061,1995,PA,0
42061,1996,PA,2540470.83
42061,1997,PA,1205718.24
42061,1999,PA,1315.55
42061,2001,PA,14400
42061,2003,PA,5883.37
42061,2004,PA,3751789.2
42061,2006,PA,2377.78
42061,2008,PA,45272.35
42061,2009,PA,54002.05
42061,2011,PA,53309.23
42061,2012,PA,3481.8599999999997
42061,2013,PA,2542.87
42061,2014,PA,826.63
42061,2015,PA,0
42061,2017,PA,16500.58
42061,2018,PA,170953.38
42061,2019,PA,4220.03
42063,1977,PA,42416.229999999996
42063,1978,PA,57691.55
42063,1979,PA,771
42063,1980,PA,2385.4700000000003
42063,1981,PA,2798.8
42063,1982,PA,8339.970000000001
42063,1984,PA,371
42063,1985,PA,20471.07
42063,1987,PA,624
42063,1991,PA,0
42063,1993,PA,4240
42063,1994,PA,19974.23
42063,1995,PA,540.3
42063,1996,PA,352327.65
42063,1997,PA,25722.019999999997
42063,1998,PA,0
42063,1999,PA,1534.14
42063,2000,PA,17527.93
42063,2002,PA,565.6
42063,2003,PA,3053.49
42063,2004,PA,398515.56
42063,2005,PA,3790.78
42063,2006,PA,21164.12
42063,2008,PA,29211.31
42063,2009,PA,0
42063,2011,PA,10547.47
42063,2012,PA,245749.09999999998
42063,2013,PA,1590.71
42063,2015,PA,29839.600000000002
42063,2016,PA,5953.91
42063,2017,PA,575611.21
42063,2018,PA,231234.07
42063,2019,PA,3525.43
42065,1977,PA,10588.35
42065,1978,PA,10148.29
42065,1979,PA,837.66
42065,1980,PA,8756.68
42065,1981,PA,14851.470000000001
42065,1982,PA,701
42065,1983,PA,6326.23
42065,1984,PA,1019.02
42065,1985,PA,10316
42065,1988,PA,0
42065,1989,PA,5952.86
42065,1990,PA,0
42065,1996,PA,5460334.12
42065,1999,PA,0
42065,2004,PA,1184451.58
42065,2005,PA,1666.02
42065,2006,PA,67359.95
42065,2010,PA,1548.62
42065,2012,PA,922.9
42065,2013,PA,863951.81
42065,2014,PA,49179.619999999995
42065,2015,PA,4617.78
42065,2017,PA,5560.49
42065,2018,PA,0
42067,1978,PA,336.32
42067,1979,PA,798
42067,1982,PA,645.31
42067,1983,PA,890.0500000000001
42067,1984,PA,80253.95
42067,1989,PA,0
42067,1990,PA,2232.96
42067,1993,PA,8109.02
42067,1996,PA,431497.18
42067,1997,PA,12023.759999999998
42067,1998,PA,0
42067,1999,PA,43085.7
42067,2003,PA,1063.27
42067,2004,PA,428691.48
42067,2006,PA,11382.98
42067,2008,PA,2192.15
42067,2011,PA,63146.96
42067,2014,PA,19241.69
42067,2018,PA,7097.7
42069,1977,PA,4154.95
42069,1978,PA,16946.18
42069,1979,PA,64381.2
42069,1980,PA,3910.4
42069,1981,PA,10132.63
42069,1983,PA,47760.58
42069,1984,PA,6579.29
42069,1985,PA,747063.04
42069,1986,PA,185761.41
42069,1987,PA,8338.34
42069,1988,PA,0
42069,1989,PA,7131.89
42069,1990,PA,1297
42069,1991,PA,0
42069,1992,PA,12608.57
42069,1993,PA,15693.91
42069,1994,PA,500
42069,1995,PA,0
42069,1996,PA,6122714.16
42069,1998,PA,0
42069,1999,PA,26862.85
42069,2001,PA,0
42069,2002,PA,6079.12
42069,2003,PA,2336834
42069,2004,PA,4441545.85
42069,2005,PA,322666.08999999997
42069,2006,PA,4395341.47
