state,yearofloss,amount_paid,cum_paid
HI,2005,228605.37,57360257.24
IA,2005,22402.14,62306840.67
ID,2005,86666.59,4327455.63
IL,2005,1172679.65,211308013.24
IN,2005,7557429.85,74637192.88
KS,2005,3296842.3000000003,56780105.51
KY,2005,11461185.72,192068317.8
LA,2005,13823347008.85,15555903073.35
MA,2005,14562314.88,233613526.13
MD,2005,293393.57,228654520.83999997
ME,2005,507446.12,26470657.68
MI,2005,543552.34,38810598.69
MN,2005,144679.94999999998,106114077.07000001
MO,2005,1116973.99,420716579.83
MS,2005,2548448701.11,2826113384.08
MT,2005,19644.41,5349190.84
NC,2005,21638914.93,727752467.91
ND,2005,218806.72999999998,131959765
NE,2005,216254.5,20937029.55
NH,2005,5207848.76,14847043.03
NJ,2005,59794639.120000005,664415568.86
NM,2005,414724.75999999995,2617659.84
NV,2005,10634906.28,36679447.64
NY,2005,58702110.09,444631582.95
OH,2005,10689798.57,157991605.14
OK,2005,104297.42,100059089.43
OR,2005,2446582.82,55350731.6
PA,2005,60922876.129999995,607271491.32
PR,2005,1311196.34,107186419.37
RI,2005,11114814.26,30497246.13
SC,2005,2222731.32,427106279.68
SD,2005,4724.24,13782161.63
TN,2005,277472.92,61371840.24
TX,2005,57689487,2781120806.41
UT,2005,121466.48,4886439.64
VA,2005,1097683.61,401434069.73
VI,2005,911699.5199999999,40497337.41
VT,2005,53808.97,6678367.34
WA,2005,358251.45,101191837.42
WI,2005,65140.93,29114084.23
WV,2005,4655750.58,251241276.45000002
WY,2005,14979.03,1403123.99
AK,2006,413270.98,3878008.13
AL,2006,794780.58,918728004.14
AR,2006,1255108.97,36429867.81
AZ,2006,2339914.84,28969705.68
CA,2006,14797899.23,478481937.52
CO,2006,100442.12000000001,8280262.41
CT,2006,4240448.17,109884151.41
DC,2006,539045.48,2358656.89
DE,2006,864322.9400000001,50521496.76
FL,2006,10507992.86,3456684416.6200004
GA,2006,943524.0900000001,167363856.94
HI,2006,3751008.2100000004,61111265.45
IA,2006,10732.720000000001,62317573.39
ID,2006,496886.61000000004,4824342.24
IL,2006,6738297.28,218046310.52
IN,2006,9696133.95,84333326.83
KS,2006,1672.95,56781778.46
KY,2006,10137632.39,202205950.19
LA,2006,22927825.92,15578830899.27
MA,2006,35998815.75,269612341.88
MD,2006,7618908.29,236273429.13
ME,2006,2617191.13,29087848.81
MI,2006,463916.29,39274514.98
MN,2006,912699.4900000001,107026776.56
MO,2006,1415581.82,422132161.65
MS,2006,2098267.52,2828211651.6
MT,2006,16927.42,5366118.26
NC,2006,22878140.25,750630608.16
ND,2006,817020.8099999999,132776785.80999999
NE,2006,26907.629999999997,20963937.18
NH,2006,13822334.03,28669377.06
NJ,2006,25616690.55,690032259.41
NM,2006,5231419.75,7849079.59
NV,2006,714821.5900000001,37394269.23
NY,2006,93025369.56,537656952.51
OH,2006,21635776.04,179627381.18
OK,2006,1402361.4300000002,101461450.86
OR,2006,5415329.31,60766060.91
PA,2006,126148251.49000001,733419742.8100001
PR,2006,355048.69999999995,107541468.07000001
RI,2006,1637736.32,32134982.45
SC,2006,408379.49,427514659.17
SD,2006,1041.15,13783202.78
TN,2006,759735.74,62131575.98
TX,2006,99408556.67999999,2880529363.09
UT,2006,79749.55,4966189.19
VA,2006,44430875.4,445864945.13
VI,2006,1612306.84,42109644.25
VT,2006,199113.04,6877480.38
WA,2006,32531123.32,133722960.74000001
WI,2006,53333.55,29167417.78
WV,2006,886770.12,252128046.57
NA,2006,0,0
AK,2007,16757.03,3894765.1599999997
AL,2007,1229923.15,919957927.29
AR,2007,533983.5,36963851.31
AZ,2007,2216402.96,31186108.64
CA,2007,284090.51999999996,478766028.04
CO,2007,870344.4600000001,9150606.87
CT,2007,20041313.5,129925464.91
DE,2007,87059.9,50608556.66
FL,2007,7094695.71,3463779112.33
GA,2007,630971.94,167994828.88
HI,2007,1569309.8699999999,62680575.32
IA,2007,4152221.83,66469795.22
ID,2007,0,4824342.24
IL,2007,13853087.229999999,231899397.75
IN,2007,2148909.7600000002,86482236.59
KS,2007,17112947.16,73894725.62
KY,2007,1099614.86,203305565.05
LA,2007,5664655.2,15584495554.470001
MA,2007,11185551.34,280797893.22
MD,2007,37443.92,236310873.04999998
ME,2007,6974258.92,36062107.73
MI,2007,395204.04,39669719.02
MN,2007,4890894.42,111917670.98
MO,2007,11301111.83,433433273.48
MS,2007,744352.22,2828956003.82
MT,2007,79540.59999999999,5445658.86
NC,2007,1046400.12,751677008.28
ND,2007,35053.43,132811839.24
NE,2007,842052.15,21805989.33
NH,2007,10838950.48,39508327.54
NJ,2007,158616508.67000002,848648768.08
NM,2007,107978.58,7957058.17
NV,2007,34368.71,37428637.94
NY,2007,63344067.54,601001020.05
OH,2007,46205741.3,225833122.48
OK,2007,30581514.41,132042965.27
OR,2007,21061920.82,81827981.73
PA,2007,4521389.86,737941132.67
PR,2007,489521.98,108030990.05
RI,2007,2162756.8,34297739.25
SC,2007,315792.32,427830451.49
SD,2007,2663314.39,16446517.17
TN,2007,90309.89,62221885.87
TX,2007,91627222.49,2972156585.58
UT,2007,274720.33,5240909.52
VA,2007,296688.16,446161633.29
VI,2007,1683154.17,43792798.42
VT,2007,246339.96000000002,7123820.34
WA,2007,52693941.519999996,186416902.26
WI,2007,3609497.1199999996,32776914.9
WV,2007,6498598.55,258626645.12
WY,2007,33305.659999999996,1436429.65
AK,2008,720620.5599999999,4615385.72
AL,2008,4767492.34,924725419.63
AR,2008,15396925.87,52360777.18
AZ,2008,788001.24,31974109.88
CA,2008,3752942.25,482518970.29
CO,2008,87835.08,9238441.95
CT,2008,999195.1699999999,130924660.08
DC,2008,60507.87,2419164.76
DE,2008,1751805.9899999998,52360362.65
FL,2008,62276689.730000004,3526055802.06
GA,2008,636102.8099999999,168630931.69
HI,2008,5124114.67,67804689.99
IA,2008,169755445.34,236225240.56
ID,2008,153642.01,4977984.25
IL,2008,110420175.89999999,342319573.65
IN,2008,106223588.39,192705824.98
KS,2008,3111327.02,77006052.64
KY,2008,2844721.1,206150286.15
LA,2008,459903360.03000003,16044398914.5
MA,2008,2299681.32,283097574.54
MD,2008,1781357.46,238092230.51
ME,2008,2541225.43,38603333.16
MI,2008,2951850.37,42621569.39
MN,2008,863081.8099999999,112780752.79
MO,2008,113340277.97,546773551.45
MS,2008,31020900.37,2859976904.19
MT,2008,126748.73,5572407.59
NC,2008,18057456.96,769734465.24
ND,2008,14849.789999999999,132826689.02999999
NE,2008,1511815.84,23317805.169999998
NH,2008,843127.54,40351455.08
NJ,2008,4432546.13,853081314.21
NM,2008,2320022.26,10277080.43
NV,2008,34609.73,37463247.67
NY,2008,4445601.569999999,605446621.62
OH,2008,10536678.53,236369801.01
OK,2008,6867313.3,138910278.57
OR,2008,322716.31,82150698.03999999
PA,2008,1685792.74,739626925.41
PR,2008,4064177.86,112095167.91
RI,2008,871975.5800000001,35169714.83
SC,2008,4792951.09,432623402.58000004
SD,2008,454063.96,16900581.13
TN,2008,529218.92,62751104.79
TX,2008,2278433737.1,5250590322.68
UT,2008,31812.74,5272722.26
VA,2008,2448558.35,448610191.64
VI,2008,5699918.07,49492716.49
VT,2008,654170.5,7777990.84
WA,2008,1107252.8699999999,187524155.13
WI,2008,34629886.26,67406801.16
WV,2008,2596925.88,261223571
WY,2008,30385.13,1466814.78
NA,2008,0,0
AK,2009,336012.95999999996,4951398.68
AL,2009,13888582.42,938614002.05
AR,2009,15624919.979999999,67985697.16
AZ,2009,609778.92,32583888.8
CA,2009,1375814.74,483894785.03000003
CO,2009,825807.0700000001,10064249.02
CT,2009,778846.89,131703506.97
DC,2009,8215.5,2427380.26
DE,2009,923806.9800000001,53284169.629999995
FL,2009,72958260.8,3599014062.86
GA,2009,134524082.17,303155013.86
GU,2009,71379.09,1623389.28
HI,2009,291504.64,68096194.63
IA,2009,1732154.1300000001,237957394.69
ID,2009,135970.61,5113954.86
IL,2009,5843888.13,348163461.78
IN,2009,14282382.9,206988207.88
KS,2009,4141673.3400000003,81147725.98
KY,2009,17361789.669999998,223512075.82000002
LA,2009,38750051.94,16083148966.44
MA,2009,833367.3099999999,283930941.85
MD,2009,860022.72,238952253.23
ME,2009,191917.64,38795250.8
MI,2009,2153588.47,44775157.86
MN,2009,7371215.96,120151968.75
MO,2009,4176393.02,550949944.47
MS,2009,14245604.969999999,2874222509.1600003
MT,2009,14037.61,5586445.2
NC,2009,8571285.35,778305750.59
ND,2009,21184154.47,154010843.5
NE,2009,39820.84,23357626.009999998
NH,2009,40731.53,40392186.61
NJ,2009,14026365.82,867107680.03
NM,2009,52250.8,10329331.23
NV,2009,0,37463247.67
NY,2009,7174162.88,612620784.5
OH,2009,2050502.96,238420303.97
OK,2009,3095483.08,142005761.65
OR,2009,2327851.98,84478550.02
PA,2009,14438141.75,754065067.16
PR,2009,5669410,117764577.91
RI,2009,194932.39,35364647.22
SC,2009,1129582.29,433752984.87
SD,2009,201636.69999999998,17102217.830000002
TN,2009,10503607.37,73254712.16
TX,2009,172637014.40999997,5423227337.09
UT,2009,49322.92,5322045.18
VA,2009,106040273.08,554650464.72
VI,2009,522027.64,50014744.13
VT,2009,178089.55,7956080.39
WA,2009,46647971.2,234172126.33
WI,2009,459829.35,67866630.50999999
WV,2009,8458626.16,269682197.16
WY,2009,54957.770000000004,1521772.55
AK,2010,13411.25,4964809.93
AL,2010,1263005.47,939877007.52
AR,2010,4718462.13,72704159.28999999
AS,2010,0,0
AZ,2010,3355994.57,35939883.37
CA,2010,11915183.76,495809968.79
CO,2010,191834.36000000002,10256083.38
CT,2010,8815799.01,140519305.98
DC,2010,36711.479999999996,2464091.74
DE,2010,1125424.5699999998,54409594.199999996
FL,2010,4405329.04,3603419391.9
GA,2010,2218783.48,305373797.34
HI,2010,737522.97,68833717.6
IA,2010,19665782.900000002,257623177.59
ID,2010,240609.85,5354564.71
IL,2010,28336412.32,376499874.09999996
IN,2010,1089305.55,208077513.43
KS,2010,1238247.27,82385973.25
KY,2010,38978181.39,262490257.21
LA,2010,3267947.02,16086416913.460001
MA,2010,33855120.93,317786062.78000003
MD,2010,1791582.15,240743835.38
ME,2010,997632.7000000001,39792883.5
MI,2010,307027.09,45082184.95
MN,2010,9901085.71,130053054.46000001
MO,2010,16879803.15,567829747.62
MS,2010,5839986.16,2880062495.32
MT,2010,26328.000000000004,5612773.2
NC,2010,18990754.96,797296505.55
ND,2010,4567376,158578219.5
NE,2010,7417821.36,30775447.37
NH,2010,2260659.2,42652845.81
NJ,2010,102683237.11,969790917.14
NM,2010,660148.01,10989479.24
NV,2010,37902.83,37501150.5
NY,2010,22656181.78,635276966.28
OH,2010,1967930.91,240388234.88
OK,2010,5940077.3,147945838.95
OR,2010,353217.39999999997,84831767.42
PA,2010,19829767.31,773894834.47
PR,2010,991121.91,118755699.82000001
RI,2010,43838060.72,79202707.94
SC,2010,1166175.73,434919160.6
SD,2010,3899735.59,21001953.42
TN,2010,232995519.29,306250231.45
TX,2010,72607158.89,5495834495.98
UT,2010,135126.08000000002,5457171.26
VA,2010,2555426.53,557205891.25
VI,2010,4653101.88,54667846.01
VT,2010,124896,8080976.39
WA,2010,2447398.73,236619525.06
WI,2010,7357832.22,75224462.73
WV,2010,12428115.12,282110312.28000003
WY,2010,38542.380000000005,1560314.93
AK,2011,127975.98,5092785.91
AL,2011,6998367.49,946875375.01
AR,2011,30746245.8,103450405.09
AS,2011,4743.37,4743.37
AZ,2011,214480.84,36154364.21
CA,2011,3035668.05,498845636.84000003
CO,2011,512493.48,10768576.86
CT,2011,98302015.24,238821321.22
DC,2011,1644462.97,4108554.71
DE,2011,4813689.08,59223283.28
FL,2011,27214563.74,3630633955.6400003
GA,2011,479240.36,305853037.7
GU,2011,20097.68,1643486.96
HI,2011,12440294.239999998,81274011.84
IA,2011,12655761.950000001,270278939.54
ID,2011,237565.84,5592130.55
IL,2011,17698178.31,394198052.40999997
IN,2011,10102392.02,218179905.45
KS,2011,2455317.07,84841290.32000001
KY,2011,18901233.33,281391490.54
LA,2011,45565547.14,16131982460.6
MA,2011,7913989.89,325700052.67
MD,2011,10329379.82,251073215.2
ME,2011,451311.76,40244195.26
MI,2011,2057569.06,47139754.01
MN,2011,2898737.52,132951791.98
MO,2011,52953784.93,620783532.55
MS,2011,54568622.5,2934631117.82
MT,2011,4265329.23,9878102.43
NC,2011,177313989.03,974610494.58
ND,2011,96562250.10000001,255140469.6
NE,2011,7942544.12,38717991.49
NH,2011,3469630.6100000003,46122476.42
NJ,2011,655657018.6,1625447935.74
NM,2011,24008.28,11013487.52
NV,2011,13748.69,37514899.19
NY,2011,534984846.92,1170261813.2
OH,2011,30123077.77,270511312.65
OK,2011,3070191.92,151016030.87
OR,2011,1075918.39,85907685.81
PA,2011,356236931.21,1130131765.68
PR,2011,3238660.54,121994360.36
RI,2011,2220670.1500000004,81423378.09
SC,2011,1298290.51,436217451.11
SD,2011,14453392.66,35455346.08
TN,2011,11361113.87,317611345.32
TX,2011,1552370.66,5497386866.64
UT,2011,191685.64,5648856.9
VA,2011,42108776.4,599314667.65
VI,2011,523259.17,55191105.18
VT,2011,54757134.99,62838111.38
WA,2011,1367962.9,237987487.96
WI,2011,717961.01,75942423.74
WV,2011,984304.36,283094616.64
WY,2011,188279,1748593.93
AK,2012,879477.48,5972263.39
AL,2012,3672775.37,950548150.38
AR,2012,502143.52,103952548.61
AZ,2012,414701.89,36569066.1
CA,2012,3067833.06,501913469.90000004
CO,2012,752113.4,11520690.26
CT,2012,263463846.88,502285168.09999996
DC,2012,95004.27,4203558.9799999995
DE,2012,18689220.27,77912503.55
FL,2012,74486459.86,3705120415.5
GA,2012,3331339.37,309184377.07
GU,2012,12043.75,1655530.71
HI,2012,1929842.92,83203854.75999999
IA,2012,31773.190000000002,270310712.73
ID,2012,25524.19,5617654.74
IL,2012,369368.08,394567420.49
IN,2012,103763.53,218283668.98
KS,2012,221942.62,85063232.94
KY,2012,1139085,282530575.54
LA,2012,539133996.48,16671116457.08
MA,2012,3258911.63,328958964.3
MD,2012,22887015.7,273960230.9
ME,2012,534203.38,40778398.64
MI,2012,930804.7,48070558.71
MN,2012,3372682.2,136324474.18
MO,2012,55294.340000000004,620838826.89
MS,2012,45480854.03,2980111971.85
MT,2012,50220.13,9928322.56
NC,2012,13220393.49,987830888.07
ND,2012,1169308.26,256309777.86
NE,2012,131164.95,38849156.44
NH,2012,1821785.81,47944262.23
NJ,2012,4370305558.92,5995753494.66
NM,2012,100565.86,11114053.379999999
NV,2012,1472344.04,38987243.23
NY,2012,4205924541.4700003,5376186354.67
OH,2012,2977141.6,273488454.25
OK,2012,589099.2200000001,151605130.09
OR,2012,6277331.3,92185017.11
PA,2012,3838107.3,1133969872.98
PR,2012,1083372.3699999999,123077732.73
RI,2012,38832874.67,120256252.76
SC,2012,1660359.37,437877810.48
SD,2012,453465.79000000004,35908811.87
TN,2012,2978536.0100000002,320589881.33
TX,2012,35870298.089999996,5533257164.73
UT,2012,8048.58,5656905.48
VA,2012,24618457.48,623933125.13
VI,2012,126089.69,55317194.87
VT,2012,44750.47,62882861.85
WA,2012,3305981.84,241293469.8
WI,2012,69878.61,76012302.35
WV,2012,5248391.010000001,288343007.65
WY,2012,3227.84,1751821.77
AK,2013,3098373.2600000002,9070636.65
AL,2013,2715823.68,953263974.06
AR,2013,3467450.74,107419999.35
AZ,2013,1226424.28,37795490.38
CA,2013,1308219.56,503221689.46
CO,2013,72641027.39999999,84161717.66
CT,2013,410733.17,502695901.27
DC,2013,26078.13,4229637.11
DE,2013,371079.01,78283582.56
FL,2013,34786221.46,3739906636.96
GA,2013,6295757.12,315480134.19
GU,2013,52703.84,1708234.5499999998
HI,2013,179269.17,83383123.92999999
IA,2013,4159539.06,274470251.79
ID,2013,28466.46,5646121.2
IL,2013,96096741.64,490664162.13
IN,2013,20905665.35,239189334.33
KS,2013,1464729.9,86527962.84
KY,2013,7060663.779999999,289591239.32
LA,2013,19750085.99,16690866543.07
MA,2013,18686877.950000003,347645842.25
MD,2013,768724.33,274728955.22999996
ME,2013,475662.78,41254061.42
MI,2013,8832471.42,56903030.13
MN,2013,549245.84,136873720.02
MO,2013,19993920.68,640832747.5699999
MS,2013,11019045.73,2991131017.58
MT,2013,143694.34,10072016.9
NC,2013,10925913.41,998756801.48
ND,2013,1122976.39,257432754.25
NE,2013,137387.83000000002,38986544.27
NH,2013,369324.39,48313586.62
NJ,2013,2544612.56,5998298107.22
NM,2013,1870846,12984899.379999999
NV,2013,222499.9,39209743.13
NY,2013,13592584.030000001,5389778938.700001
OH,2013,14226894.95,287715349.2
OK,2013,9161074.94,160766205.03
OR,2013,14172.449999999999,92199189.56
PA,2013,12720147.83,1146690020.81
PR,2013,2530656.92,125608389.65
RI,2013,472953.8,120729206.56
SC,2013,3397388.68,441275199.16
SD,2013,221348.86000000002,36130160.73
TN,2013,11708555.049999999,332298436.38
TX,2013,63441133.19000001,5596698297.92
UT,2013,79076.4,5735981.88
VA,2013,3578526.07,627511651.2
VI,2013,544487.86,55861682.73
VT,2013,313261.05,63196122.9
WA,2013,376725.44,241670195.24
WI,2013,1186176.95,77198479.3
WV,2013,2106837.58,290449845.23
WY,2013,16053.640000000001,1767875.41
AK,2014,578219.46,9648856.11
AL,2014,55133306.769999996,1008397280.83
AR,2014,2149744.09,109569743.44
AZ,2014,8222331.54,46017821.92
CA,2014,15018180.15,518239869.61
CO,2014,405683.05,84567400.71
CT,2014,409228.10000000003,503105129.37
DC,2014,25186.64,4254823.75
DE,2014,667089.63,78950672.19
FL,2014,124749179.22,3864655816.1800003
GA,2014,1473599.61,316953733.8
GU,2014,51233.880000000005,1759468.43
HI,2014,1606408.78,84989532.71
IA,2014,10095103.09,284565354.88
ID,2014,31609.99,5677731.19
IL,2014,5932047.09,496596209.21999997
IN,2014,1232129.94,240421464.27
KS,2014,250185.84999999998,86778148.69
KY,2014,2370128.9,291961368.22
LA,2014,16142167.37,16707008710.44
MA,2014,2035899.32,349681741.57
MD,2014,7902042.16,282630997.39
ME,2014,679868.35,41933929.77
MI,2014,10040947.53,66943977.66
MN,2014,2943785.5,139817505.52
MO,2014,3751073.2,644583820.77
MS,2014,5692598.71,2996823616.29
MT,2014,468983,10540999.9
NC,2014,6522959.94,1005279761.42
ND,2014,1006125.85,258438880.1
NE,2014,186774.61000000002,39173318.88
NH,2014,219756.62,48533343.24
NJ,2014,7367597.69,6005665704.91
NM,2014,955080.42,13939979.8
NV,2014,1351407.4000000001,40561150.53
NY,2014,15740568.39,5405519507.09
OH,2014,12764688.459999999,300480037.65999997
OK,2014,1526640.1300000001,162292845.16
OR,2014,433747.87,92632937.42999999
PA,2014,16975183.27,1163665204.08
PR,2014,87319.35,125695709
RI,2014,143059.13,120872265.69
SC,2014,1653045.19,442928244.35
SD,2014,1738092.49,37868253.22
TN,2014,5168060.35,337466496.72999996
TX,2014,15446843.56,5612145141.48
UT,2014,171678.37,5907660.25
VA,2014,6873426.800000001,634385078
VI,2014,86463.58,55948146.31
VT,2014,149025.41,63345148.31
WA,2014,3838549.42,245508744.66
WI,2014,540451.4299999999,77738930.73
WV,2014,558489.0700000001,291008334.3
WY,2014,71572.42,1839447.83
AK,2015,99036.47,9747892.58
AL,2015,10072007.6,1018469288.43
AR,2015,10221788.01,119791531.45
AZ,2015,356965.31,46374787.23
CA,2015,1461649.37,519701518.98
CO,2015,1907739.9300000002,86475140.63999999
CT,2015,65652.41,503170781.78
DC,2015,9704.14,4264527.89
DE,2015,147283.83,79097956.02
FL,2015,27150836.69,3891806652.8700004
GA,2015,11110654.85,328064388.65
HI,2015,1005550.03,85995082.74
IA,2015,3124070.53,287689425.41
ID,2015,29332.96,5707064.15
IL,2015,12279966.9,508876176.12
IN,2015,8619049.16,249040513.43
KS,2015,1417892.99,88196041.68
KY,2015,26015176.79,317976545.01
LA,2015,14927391.12,16721936101.56
MA,2015,10175884.45,359857626.02
MD,2015,571901.84,283202899.22999996
ME,2015,89677.78,42023607.55
MI,2015,439994.01,67383971.67
MN,2015,29699.769999999997,139847205.29
MO,2015,82731841.17,727315661.9399999
MS,2015,2515540.89,2999339157.1800003
MT,2015,23373.12,10564373.02
NC,2015,9649620.6,1014929382.02
ND,2015,12659.08,258451539.18
NE,2015,4131674.76,43304993.64
NH,2015,58143.25,48591486.49
NJ,2015,1600179.13,6007265884.04
NM,2015,417471.82999999996,14357451.629999999
NV,2015,280366.36,40841516.89
NY,2015,2765450.53,5408284957.62
OH,2015,7920004.55,308400042.21
OK,2015,26987998.54,189280843.7
OR,2015,5895153.54,98528090.97
PA,2015,2487735.47,1166152939.55
PR,2015,0,125695709
RI,2015,34881.25,120907146.94
SC,2015,146723636.16,589651880.51
SD,2015,2234534.35,40102787.57
TN,2015,1631038.21,339097534.94
TX,2015,581812316.82,6193957458.3
UT,2015,43945.53,5951605.78
VA,2015,5118585.38,639503663.38
VI,2015,3121.85,55951268.16
VT,2015,309249.7,63654398.010000005
WA,2015,12221663,257730407.66
WI,2015,189722.68,77928653.41
WV,2015,4373571.75,295381906.05
WY,2015,974569.4400000001,2814017.27
NA,2015,0,0
AK,2016,45910.53,9793803.11
AL,2016,480750.8,1018950039.23
AR,2016,6937936.11,126729467.56
AZ,2016,1929153.97,48303941.2
CA,2016,5595340.74,525296859.72
CO,2016,118697.98999999999,86593838.63
CT,2016,42774.94,503213556.71999997
DC,2016,14793.33,4279321.22
DE,2016,1383609.15,80481565.17
FL,2016,291565626.02,4183372278.8900003
GA,2016,22483830.689999998,350548219.34
HI,2016,4127661.77,90122744.50999999
IA,2016,11442078.200000001,299131503.61
ID,2016,17566.35,5724630.5
IL,2016,1891124.17,510767300.29
IN,2016,1221690.56,250262203.99
KS,2016,4280169.25,92476210.93
KY,2016,1777974.9100000001,319754519.92
LA,2016,2775963701.33,19497899802.89
MA,2016,1229766.07,361087392.09000003
MD,2016,11335904.87,294538804.09999996
ME,2016,84448.68000000001,42108056.23
MI,2016,720755.58,68104727.25
MN,2016,2704528.14,142551733.43
MO,2016,10134085.08,737449747.02
MS,2016,21555389.14,3020894546.32
MT,2016,76593.05,10640966.07
NC,2016,218539166.7,1233468548.72
ND,2016,62030.15,258513569.33
NE,2016,301944.41,43606938.05
NH,2016,76178.31000000001,48667664.8
NJ,2016,26887684.66,6034153568.7
NM,2016,253686.33000000002,14611137.959999999
NV,2016,197251.38,41038768.27
NY,2016,1181555.48,5409466513.1
OH,2016,697705.1,309097747.31
OK,2016,8562514.8,197843358.5
OR,2016,151159.15,98679250.12
PA,2016,4923563.96,1171076503.51
PR,2016,188973.11,125884682.11
RI,2016,4660.51,120911807.45
SC,2016,169042200.67,758694081.1800001
SD,2016,197507.93,40300295.5
TN,2016,3447669.4,342545204.34
TX,2016,702899815.1700001,6896857273.47
UT,2016,56269.61,6007875.39
VA,2016,77506766.98,717010430.36
VI,2016,199520.1,56150788.26
VT,2016,17380.67,63671778.68
WA,2016,2358806,260089213.66
WI,2016,1894406.65,79823060.06
WV,2016,48842315.910000004,344224221.96000004
WY,2016,90208.04000000001,2904225.31
AK,2017,59993.45,9853796.56
AL,2017,8960140.43,1027910179.66
AR,2017,26344497.03,153073964.59
AZ,2017,1148187.49,49452128.69
CA,2017,35086430.94,560383290.66
CO,2017,45107.14,86638945.77
CT,2017,327685.47000000003,503541242.19
DC,2017,304200.24,4583521.46
DE,2017,74995.95,80556561.12
FL,2017,1018211347.9300001,5201583626.820001
GA,2017,69083775.94,419631995.28
GU,2017,10750.34,1770218.77
HI,2017,1026236.85,91148981.36
IA,2017,1607676.28,300739179.89
ID,2017,3335651.9200000004,9060282.42
IL,2017,18924393.18,529691693.46999997
IN,2017,4051235.74,254313439.73
KS,2017,4210089.04,96686299.97
KY,2017,2574654.58,322329174.5
LA,2017,83028703.19,19580928506.08
MA,2017,1237887.71,362325279.8
MD,2017,722572.02,295261376.12
ME,2017,412902.86,42520959.09
MI,2017,7647673.53,75752400.78
MN,2017,50926.14,142602659.57
MO,2017,79799438.63,817249185.65
MS,2017,18660589.14,3039555135.46
MT,2017,26896.82,10667862.89
NC,2017,2565914.32,1236034463.04
ND,2017,18609.9,258532179.23
NE,2017,537616.86,44144554.91
NH,2017,1103424.99,49771089.79
NJ,2017,3661065.59,6037814634.29
NM,2017,391415.74,15002553.7
NV,2017,3466644.9499999997,44505413.22
NY,2017,12307076.64,5421773589.740001
OH,2017,5362847.92,314460595.23
OK,2017,2468869.37,200312227.87
OR,2017,302555.83,98981805.95
PA,2017,10082444.24,1181158947.75
PR,2017,26831006.32,152715688.43
RI,2017,34995.549999999996,120946803
SC,2017,57011239.8,815705320.98
SD,2017,0,40300295.5
TN,2017,9045333.18,351590537.52
TX,2017,9040950115.41,15937807388.88
UT,2017,78970.29999999999,6086845.69
VA,2017,1620852.54,718631282.9
VI,2017,20277453.51,76428241.77
VT,2017,156899.52,63828678.2
WA,2017,1150991.71,261240205.37
WI,2017,5508258.24,85331318.3
WV,2017,3577043.79,347801265.75
WY,2017,138984.33,3043209.64
AK,2018,0,9853796.56
AL,2018,1502964.3599999999,1029413144.02
AR,2018,2451548.29,155525512.88
AS,2018,31342.58,36085.950000000004
AZ,2018,1678110.4899999998,51130239.18
CA,2018,20905166.74,581288457.4
CO,2018,654155.55,87293101.32
CT,2018,9872929.899999999,513414172.09
DC,2018,200938.71000000002,4784460.17
DE,2018,393949.33999999997,80950510.46
FL,2018,229112668.05,5430696294.87
GA,2018,5072264.66,424704259.94
GU,2018,199368.21,1969586.98
HI,2018,30298455.8,121447437.16
IA,2018,11465104.12,312204284.01
ID,2018,287415.9,9347698.32
IL,2018,15201462.35,544893155.8199999
IN,2018,20922934.25,275236373.98
KS,2018,5632439.36,102318739.33
KY,2018,29191089.78,351520264.28000003
LA,2018,13761110.95,19594689617.03
MA,2018,54985938.660000004,417311218.46000004
MD,2018,13149204.889999999,308410581.01
ME,2018,2957475.17,45478434.26
MI,2018,15597833.709999999,91350234.49
MN,2018,536764.14,143139423.71
MO,2018,2623659.83,819872845.48
MS,2018,11210173.58,3050765309.04
MT,2018,1119856.63,11787719.52
NC,2018,637297812.0500001,1873332275.0900002
ND,2018,1612.08,258533791.31
NE,2018,581709.18,44726264.089999996
NH,2018,2476579.51,52247669.3
NJ,2018,20018237.470000003,6057832871.76
NM,2018,741868.03,15744421.73
NV,2018,1000,44506413.22
NY,2018,14440155.24,5436213744.9800005
OH,2018,10799713.91,325260309.14
OK,2018,1072391.47,201384619.34
OR,2018,693209.85,99675015.8
PA,2018,50536448.53,1231695396.28
PR,2018,44704.81,152760393.24
RI,2018,527958.91,121474761.91
SC,2018,107579249.63000001,923284570.61
SD,2018,129492.57999999999,40429788.08
TN,2018,2194257.29,353784794.81
TX,2018,118702377.58,16056509766.46
UT,2018,76343.7,6163189.39
VA,2018,17294823.47,735926106.37
VI,2018,4484.719999999999,76432726.49
VT,2018,618888.97,64447567.17
WA,2018,999795.23,262240000.6
WI,2018,19123315.09,104454633.39
WV,2018,6102511.819999999,353903777.57
WY,2018,16446.83,3059656.47
AK,2019,0,9853796.56
AL,2019,2681944.22,1032095088.24
AR,2019,28835040.349999998,184360553.23
AZ,2019,882301.2100000001,52012540.39
CA,2019,33059850.759999998,614348308.16
CO,2019,131154.48,87424255.8
CT,2019,83739.76,513497911.84999996
DC,2019,22334.45,4806794.62
DE,2019,111.6,80950622.06
FL,2019,2471022.51,5433167317.38
GA,2019,2091082.12,426795342.06
HI,2019,103306.56,121550743.72
IA,2019,23053055.7,335257339.71
ID,2019,421374.79000000004,9769073.110000001
IL,2019,18073327.19,562966483.01
IN,2019,2044930.16,277281304.14
KS,2019,3714495.1999999997,106033234.53
KY,2019,4647169.38,356167433.66
LA,2019,70168945.41,19664858562.44
